OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
95,48,201,211900,2,1401,412,1401,1367,34,33,29,4,0,0,0,0,1,932,905,27,26,23,3,0,0,0,0,1,412,374,38,482012119002,95,15000US482012119002,150,48,201,211900,2,1259,134,1125,0,482012119002,3106312.944043,7190.111883,10.643368,89.356632,0
96,48,201,211900,3,1300,405,1300,1253,47,46,37,4,3,2,0,0,1,848,804,44,43,37,2,3,1,0,0,1,405,360,45,482012119003,96,15000US482012119003,150,48,201,211900,3,973,102,871,0,482012119003,4105287.340144,8455.61391,10.483042,89.516958,0
97,48,201,211900,4,1007,295,1007,973,34,34,23,1,1,6,0,3,0,710,685,25,25,20,1,1,2,0,1,0,295,274,21,482012119004,97,15000US482012119004,150,48,201,211900,4,1107,233,874,0,482012119004,2365177.836548,6908.474794,21.047877,78.952123,0
98,48,201,212300,1,1107,390,1107,988,119,119,74,40,1,3,0,1,0,798,693,105,105,69,31,1,3,0,1,0,390,339,51,482012123001,98,15000US482012123001,150,48,201,212300,1,657,55,602,0,482012123001,3017085.084991,7105.78131,8.371385,91.628615,0
99,48,201,212300,2,972,339,972,894,78,76,57,13,1,4,0,1,2,690,624,66,64,46,13,1,4,0,0,2,339,296,43,482012123002,99,15000US482012123002,150,48,201,212300,2,1162,146,982,34,482012123002,3052890.282273,7004.474758,12.564544,84.509466,2.92599
100,48,201,212300,3,676,335,676,493,183,180,32,146,0,1,0,1,3,467,311,156,153,32,119,0,1,0,1,3,335,234,101,482012123003,100,15000US482012123003,150,48,201,212300,3,708,193,495,20,482012123003,20442575.223626,24006.106128,27.259887,69.915254,2.824859
101,48,201,212300,4,1401,534,1401,1326,75,71,35,28,6,2,0,0,4,987,922,65,64,30,26,6,2,0,0,1,534,436,98,482012123004,101,15000US482012123004,150,48,201,212300,4,1267,146,1121,0,482012123004,3342484.288053,8552.09851,11.523283,88.476717,0
102,48,201,212300,5,1225,468,1225,1107,118,114,90,18,1,5,0,0,4,909,803,106,104,81,18,1,4,0,0,2,468,394,74,482012123005,102,15000US482012123005,150,48,201,212300,5,729,55,666,8,482012123005,5221911.869793,9319.515354,7.544582,91.358025,1.097394
103,48,201,212400,1,1479,474,1479,1402,77,74,43,25,0,5,0,1,3,1022,953,69,67,41,20,0,5,0,1,2,474,428,46,482012124001,103,15000US482012124001,150,48,201,212400,1,2259,356,1903,0,482012124001,5723739.296243,10868.004046,15.759185,84.240815,0
104,48,201,212400,2,897,291,897,704,193,193,25,156,12,0,0,0,0,639,474,165,165,22,132,11,0,0,0,0,291,266,25,482012124002,104,15000US482012124002,150,48,201,212400,2,575,225,350,0,482012124002,79034478.460056,44703.243891,39.130435,60.869565,0
105,48,201,212400,3,840,277,840,813,27,25,14,5,0,2,0,4,2,593,568,25,23,14,5,0,2,0,2,2,277,244,33,482012124003,105,15000US482012124003,150,48,201,212400,3,506,87,419,0,482012124003,2859765.305522,8199.094073,17.193676,82.806324,0
106,48,201,212500,1,1187,429,1187,675,512,506,11,488,4,2,0,1,6,866,450,416,410,11,392,4,2,0,1,6,429,378,51,482012125001,106,15000US482012125001,150,48,201,212500,1,1136,499,637,0,482012125001,33281313.547256,35075.503014,43.926056,56.073944,0
107,48,201,212500,2,1432,656,1432,196,1236,1222,14,1200,0,5,1,2,14,1137,122,1015,1004,8,994,0,0,0,2,11,656,588,68,482012125002,107,15000US482012125002,150,48,201,212500,2,1752,1606,123,23,482012125002,7199103.077745,12456.349915,91.666667,7.020548,1.312785
108,48,201,212500,3,991,481,991,144,847,835,15,816,0,1,0,3,12,807,83,724,717,13,701,0,1,0,2,7,481,428,53,482012125003,108,15000US482012125003,150,48,201,212500,3,948,916,32,0,482012125003,82563944.130165,67089.337739,96.624473,3.375527,0
109,48,201,220100,1,1394,488,1394,689,705,694,25,660,6,1,0,2,11,952,431,521,514,17,491,4,1,0,1,7,488,423,65,482012201001,109,15000US482012201001,150,48,201,220100,1,1677,668,1009,0,482012201001,13837645.33277,18859.0188,39.833035,60.166965,0
110,48,201,220100,2,703,237,703,349,354,353,14,336,3,0,0,0,1,495,216,279,278,5,270,3,0,0,0,1,237,210,27,482012201002,110,15000US482012201002,150,48,201,220100,2,619,265,354,0,482012201002,5351417.635071,9145.986941,42.810985,57.189015,0
111,48,201,220200,1,1951,630,1951,1794,157,155,129,22,4,0,0,0,2,1374,1233,141,139,119,18,2,0,0,0,2,630,577,53,482012202001,111,15000US482012202001,150,48,201,220200,1,1605,424,1166,15,482012202001,10580316.398275,14367.283833,26.417445,72.647975,0.934579
112,48,201,220200,2,1079,386,1079,1005,74,74,58,14,1,1,0,0,0,778,711,67,67,55,10,1,1,0,0,0,386,329,57,482012202002,112,15000US482012202002,150,48,201,220200,2,845,390,455,0,482012202002,5299015.634283,9802.23189,46.153846,53.846154,0
113,48,201,220300,1,1136,381,1136,1014,122,120,80,21,1,13,0,5,2,800,691,109,109,76,18,1,10,0,4,0,381,349,32,482012203001,113,15000US482012203001,150,48,201,220300,1,1261,253,1008,0,482012203001,4452808.554193,9672.46468,20.063442,79.936558,0
114,48,201,220300,2,976,287,976,898,78,77,69,7,0,1,0,0,1,660,594,66,65,59,5,0,1,0,0,1,287,262,25,482012203002,114,15000US482012203002,150,48,201,220300,2,965,78,887,0,482012203002,4974292.927378,9947.034948,8.082902,91.917098,0
115,48,201,220300,3,2397,753,2397,2165,232,230,199,27,1,1,0,2,2,1672,1468,204,203,178,22,1,1,0,1,1,753,687,66,482012203003,115,15000US482012203003,150,48,201,220300,3,1850,598,1234,18,482012203003,11889591.721697,14355.822416,32.324324,66.702703,0.972973
116,48,201,220400,1,1448,430,1448,1240,208,205,52,147,1,5,0,0,3,879,753,126,125,44,77,1,3,0,0,1,430,392,38,482012204001,116,15000US482012204001,150,48,201,220400,1,939,49,890,0,482012204001,3838394.369139,9570.606596,5.218317,94.781683,0
117,48,201,220400,2,2468,753,2468,2268,200,197,164,30,0,2,0,1,3,1692,1516,176,173,148,22,0,2,0,1,3,753,668,85,482012204002,117,15000US482012204002,150,48,201,220400,2,2526,633,1893,0,482012204002,12066056.539669,14112.109419,25.059382,74.940618,0
118,48,201,220400,3,1105,306,1105,999,106,101,82,14,3,2,0,0,5,754,662,92,89,74,12,1,2,0,0,3,306,293,13,482012204003,118,15000US482012204003,150,48,201,220400,3,679,177,502,0,482012204003,4610794.27595,9721.927247,26.067747,73.932253,0
119,48,201,220500,1,920,326,920,824,96,92,65,26,0,1,0,0,4,677,590,87,85,59,25,0,1,0,0,2,326,299,27,482012205001,119,15000US482012205001,150,48,201,220500,1,1027,169,858,0,482012205001,9142581.598894,15247.815734,16.455696,83.544304,0
120,48,201,220500,2,1964,752,1964,1471,493,480,355,122,2,1,0,0,13,1439,995,444,433,328,102,2,1,0,0,11,752,712,40,482012205002,120,15000US482012205002,150,48,201,220500,2,2042,523,1519,0,482012205002,7224242.707825,10876.865562,25.612145,74.387855,0
121,48,201,220500,3,1404,865,1404,854,550,544,165,360,1,17,0,1,6,1194,653,541,535,156,360,1,17,0,1,6,865,809,56,482012205003,121,15000US482012205003,150,48,201,220500,3,1423,675,662,86,482012205003,9482801.328395,17941.279488,47.434996,46.521434,6.04357
122,48,201,220600,1,2850,861,2850,1996,854,851,157,682,6,4,0,2,3,1769,1301,468,466,120,336,4,4,0,2,2,861,786,75,482012206001,122,15000US482012206001,150,48,201,220600,1,2293,199,2082,12,482012206001,10376806.831167,13071.97951,8.678587,90.798081,0.523332
123,48,201,220600,2,1044,288,1044,941,103,101,87,12,0,1,1,0,2,700,611,89,89,77,10,0,1,1,0,0,288,265,23,482012206002,123,15000US482012206002,150,48,201,220600,2,931,197,734,0,482012206002,7497392.750392,11570.263232,21.160043,78.839957,0
124,48,201,220700,1,1176,451,1176,754,422,418,80,330,1,2,0,5,4,798,470,328,324,69,252,0,1,0,2,4,451,410,41,482012207001,124,15000US482012207001,150,48,201,220700,1,665,248,417,0,482012207001,7120054.226367,12572.005719,37.293233,62.706767,0
125,48,201,220700,2,953,315,953,767,186,185,19,166,0,0,0,0,1,674,508,166,165,16,149,0,0,0,0,1,315,276,39,482012207002,125,15000US482012207002,150,48,201,220700,2,849,153,696,0,482012207002,5231489.414232,11236.167334,18.021201,81.978799,0
126,48,201,220700,3,746,257,746,543,203,203,3,200,0,0,0,0,0,532,362,170,170,3,167,0,0,0,0,0,257,221,36,482012207003,126,15000US482012207003,150,48,201,220700,3,667,319,348,0,482012207003,5775488.566959,10223.987114,47.826087,52.173913,0
127,48,201,220700,4,1403,452,1403,1105,298,285,19,238,5,21,0,2,13,934,700,234,227,18,195,5,9,0,0,7,452,401,51,482012207004,127,15000US482012207004,150,48,201,220700,4,1615,588,1027,0,482012207004,10766118.43205,21442.544206,36.408669,63.591331,0
128,48,201,220700,5,2039,611,2039,1313,726,724,80,637,4,2,0,1,2,1260,838,422,421,65,350,4,2,0,0,1,611,558,53,482012207005,128,15000US482012207005,150,48,201,220700,5,1434,655,779,0,482012207005,15902037.403355,19822.065651,45.67643,54.32357,0
129,48,201,220800,1,1152,381,1152,926,226,223,15,206,0,0,0,2,3,735,547,188,187,14,171,0,0,0,2,1,381,326,55,482012208001,129,15000US482012208001,150,48,201,220800,1,640,115,525,0,482012208001,8714360.284306,13479.045735,17.96875,82.03125,0
130,48,201,220800,2,2137,854,2137,649,1488,1479,54,1406,6,12,0,1,9,1383,376,1007,1002,49,940,3,9,0,1,5,854,758,96,482012208002,130,15000US482012208002,150,48,201,220800,2,1743,1340,403,0,482012208002,10640973.252294,14229.683821,76.878944,23.121056,0
131,48,201,220900,1,857,235,857,641,216,210,29,171,1,6,0,3,6,532,402,130,128,28,92,1,4,0,3,2,235,200,35,482012209001,131,15000US482012209001,150,48,201,220900,1,661,236,425,0,482012209001,10556469.249422,15381.876804,35.70348,64.29652,0
132,48,201,220900,2,995,315,995,858,137,136,20,105,2,9,0,0,1,681,575,106,105,18,77,1,9,0,0,1,315,280,35,482012209002,132,15000US482012209002,150,48,201,220900,2,951,133,818,0,482012209002,6451524.380913,11912.838059,13.985279,86.014721,0
133,48,201,221000,1,1768,539,1768,1158,610,598,208,378,0,6,0,6,12,1213,740,473,464,178,278,0,4,0,4,9,539,421,118,482012210001,133,15000US482012210001,150,48,201,221000,1,1427,549,724,154,482012210001,11757229.078377,18849.465508,38.47232,50.735809,10.791871
134,48,201,221000,2,2269,648,2269,1990,279,275,118,150,1,1,0,5,4,1466,1253,213,211,106,101,1,1,0,2,2,648,553,95,482012210002,134,15000US482012210002,150,48,201,221000,2,1721,382,1336,3,482012210002,15056533.272776,16906.946282,22.196397,77.629285,0.174317
135,48,201,221100,1,1462,443,1462,1306,156,156,131,12,3,10,0,0,0,976,841,135,135,115,7,3,10,0,0,0,443,398,45,482012211001,135,15000US482012211001,150,48,201,221100,1,893,195,659,39,482012211001,17788761.458792,16711.866693,21.836506,73.796193,4.367301
136,48,201,221100,2,1195,333,1195,1065,130,129,117,11,0,1,0,0,1,774,674,100,99,93,5,0,1,0,0,1,333,300,33,482012211002,136,15000US482012211002,150,48,201,221100,2,1165,194,971,0,482012211002,8018604.369423,12902.179522,16.652361,83.347639,0
137,48,201,221100,3,941,270,941,832,109,109,66,19,2,18,0,4,0,627,529,98,98,62,19,2,14,0,1,0,270,242,28,482012211003,137,15000US482012211003,150,48,201,221100,3,1257,307,950,0,482012211003,7166065.590139,11502.842732,24.42323,75.57677,0
138,48,201,221200,1,1923,568,1923,1617,306,302,263,35,4,0,0,0,4,1310,1037,273,270,238,28,4,0,0,0,3,568,519,49,482012212001,138,15000US482012212001,150,48,201,221200,1,1761,319,1431,11,482012212001,7581831.075117,13460.011243,18.114708,81.260647,0.624645
139,48,201,221200,2,1069,303,1069,968,101,99,83,14,1,0,0,1,2,714,625,89,87,76,10,1,0,0,0,2,303,282,21,482012212002,139,15000US482012212002,150,48,201,221200,2,1204,119,1085,0,482012212002,3423923.00724,8037.980133,9.883721,90.116279,0
140,48,201,221200,3,3002,828,3002,2599,403,395,344,42,1,5,2,1,8,2023,1685,338,333,294,31,1,5,1,1,5,828,778,50,482012212003,140,15000US482012212003,150,48,201,221200,3,2334,651,1683,0,482012212003,15905587.915819,16099.984872,27.892031,72.107969,0
141,48,201,221300,1,1826,537,1826,1683,143,141,92,28,0,13,3,5,2,1218,1104,114,113,76,20,0,13,3,1,1,537,498,39,482012213001,141,15000US482012213001,150,48,201,221300,1,2039,0,2039,0,482012213001,7975824.93596,11933.446297,0,100,0
142,48,201,221300,2,879,245,879,764,115,113,92,18,3,0,0,0,2,570,473,97,95,79,15,1,0,0,0,2,245,226,19,482012213002,142,15000US482012213002,150,48,201,221300,2,518,26,492,0,482012213002,3594261.131888,12257.104615,5.019305,94.980695,0
143,48,201,221300,3,1181,343,1181,1083,98,96,81,11,1,2,0,1,2,786,695,91,91,78,10,0,2,0,1,0,343,320,23,482012213003,143,15000US482012213003,150,48,201,221300,3,639,64,575,0,482012213003,5262575.680451,9924.628712,10.015649,89.984351,0
144,48,201,221300,4,2252,646,2252,2035,217,215,193,18,1,1,0,2,2,1518,1325,193,191,176,13,1,1,0,0,2,646,597,49,482012213004,144,15000US482012213004,150,48,201,221300,4,1918,238,1680,0,482012213004,11671756.780857,14357.867148,12.408759,87.591241,0
145,48,201,221300,5,2455,672,2455,2153,302,286,242,34,2,8,0,0,16,1639,1383,256,247,212,26,2,7,0,0,9,672,613,59,482012213005,145,15000US482012213005,150,48,201,221300,5,2691,552,1878,261,482012213005,8429490.831111,12303.514518,20.512821,69.788183,9.698997
146,48,201,221400,1,1090,308,1090,971,119,112,58,53,0,1,0,0,7,705,616,89,88,48,39,0,1,0,0,1,308,286,22,482012214001,146,15000US482012214001,150,48,201,221400,1,1268,186,1082,0,482012214001,4300255.632086,8936.474107,14.66877,85.33123,0
147,48,201,221400,2,2201,661,2201,1959,242,237,209,18,1,8,0,1,5,1466,1249,217,216,192,15,1,8,0,0,1,661,608,53,482012214002,147,15000US482012214002,150,48,201,221400,2,2238,388,1803,47,482012214002,10374931.979911,14245.369053,17.336908,80.563003,2.100089
148,48,201,221400,3,2846,1019,2846,2540,306,299,201,90,3,0,0,5,7,1883,1625,258,253,184,63,3,0,0,3,5,1019,840,179,482012214003,148,15000US482012214003,150,48,201,221400,3,2372,328,2027,17,482012214003,7055014.304825,11276.607691,13.827993,85.455312,0.716695
149,48,201,221500,1,2957,833,2957,2642,315,307,225,64,1,13,0,4,8,1932,1664,268,260,202,43,1,13,0,1,8,833,787,46,482012215001,149,15000US482012215001,150,48,201,221500,1,2996,935,1984,77,482012215001,12390115.560471,14444.696057,31.208278,66.221629,2.570093
150,48,201,221500,2,2975,1047,2975,1822,1153,1134,94,1025,0,12,1,2,19,1925,1188,737,726,73,640,0,11,1,1,11,1047,939,108,482012215002,150,15000US482012215002,150,48,201,221500,2,1340,780,560,0,482012215002,5612414.160651,9785.190347,58.208955,41.791045,0
151,48,201,221500,3,2327,694,2327,1876,451,450,264,168,2,8,0,8,1,1646,1237,409,408,238,154,2,8,0,6,1,694,651,43,482012215003,151,15000US482012215003,150,48,201,221500,3,2631,567,2064,0,482012215003,6328457.11854,13392.551255,21.550741,78.449259,0
152,48,201,221600,1,619,163,619,509,110,109,90,17,0,2,0,0,1,408,306,102,101,84,15,0,2,0,0,1,163,153,10,482012216001,152,15000US482012216001,150,48,201,221600,1,1898,726,1172,0,482012216001,4032736.501809,9796.88915,38.25079,61.74921,0
153,48,201,221600,3,1527,410,1527,1270,257,248,202,17,1,25,0,3,9,1018,800,218,214,181,10,1,20,0,2,4,410,395,15,482012216003,153,15000US482012216003,150,48,201,221600,3,1841,504,1307,30,482012216003,16017136.431453,22734.60207,27.376426,70.994025,1.629549
154,48,201,221600,4,45,16,45,25,20,17,7,9,0,1,0,0,3,31,15,16,15,7,7,0,1,0,0,1,16,16,0,482012216004,154,15000US482012216004,150,48,201,221600,4,2152,321,1762,69,482012216004,5186581.395723,11930.724459,14.916357,81.877323,3.20632
155,48,201,221700,1,1423,384,1423,1242,181,176,143,13,5,9,0,6,5,963,803,160,158,129,11,5,8,0,5,2,384,353,31,482012217001,155,15000US482012217001,150,48,201,221700,1,1911,186,1725,0,482012217001,4088730.741745,8372.429172,9.733124,90.266876,0
156,48,201,221700,2,2203,649,2203,1987,216,215,180,24,1,7,1,2,1,1461,1272,189,188,159,18,1,7,1,2,1,649,585,64,482012217002,156,15000US482012217002,150,48,201,221700,2,1305,298,999,8,482012217002,18235609.215021,20998.751275,22.835249,76.551724,0.613027
157,48,201,221700,3,719,191,719,588,131,130,109,16,0,5,0,0,1,490,376,114,114,97,13,0,4,0,0,0,191,183,8,482012217003,157,15000US482012217003,150,48,201,221700,3,1869,316,1125,428,482012217003,4269807.074431,17207.808286,16.907437,60.192616,22.899946
158,48,201,221800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012218001,158,15000US482012218001,150,48,201,221800,1,2004,241,1741,22,482012218001,1396869.293628,23925.991622,12.025948,86.876248,1.097804
159,48,201,221800,2,16,8,16,15,1,1,1,0,0,0,0,0,0,15,14,1,1,1,0,0,0,0,0,0,8,6,2,482012218002,159,15000US482012218002,150,48,201,221800,2,1007,146,861,0,482012218002,3847086.173751,22514.693759,14.49851,85.50149,0
160,48,201,221900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219001,160,15000US482012219001,150,48,201,221900,1,1206,297,909,0,482012219001,5927179.575172,14477.792451,24.626866,75.373134,0
161,48,201,221900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219002,161,15000US482012219002,150,48,201,221900,2,893,98,734,61,482012219002,62068.621369,2946.191667,10.974244,82.194849,6.830907
162,48,201,221900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012219003,162,15000US482012219003,150,48,201,221900,3,1513,451,1062,0,482012219003,224642.008631,6160.608582,29.808328,70.191672,0
163,48,201,222000,1,2435,586,2435,2089,346,334,213,113,7,1,0,0,12,1693,1386,307,298,193,99,5,1,0,0,9,586,557,29,482012220001,163,15000US482012220001,150,48,201,222000,1,2080,728,1352,0,482012220001,11868995.489612,15608.469846,35,65,0
164,48,201,222100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012221002,164,15000US482012221002,150,48,201,222100,2,2446,346,2100,0,482012221002,88416.357621,2397.74704,14.145544,85.854456,0
165,48,201,222300,1,119,33,119,106,13,13,13,0,0,0,0,0,0,72,66,6,6,6,0,0,0,0,0,0,33,33,0,482012223001,165,15000US482012223001,150,48,201,222300,1,1854,905,909,40,482012223001,15980402.1713,23807.25127,48.813376,49.029126,2.157497
166,48,201,222300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012223002,166,15000US482012223002,150,48,201,222300,2,653,184,469,0,482012223002,311024.801546,5838.303657,28.177642,71.822358,0
167,48,201,222300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012223003,167,15000US482012223003,150,48,201,222300,3,791,217,574,0,482012223003,263115.994174,7372.781747,27.433628,72.566372,0
168,48,201,222401,2,391,126,391,308,83,83,54,5,0,22,0,2,0,265,199,66,66,48,4,0,14,0,0,0,126,100,26,482012224012,168,15000US482012224012,150,48,201,222401,2,1051,469,360,222,482012224012,7740268.402215,15331.47797,44.624167,34.253092,21.12274
169,48,201,222402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012224021,169,15000US482012224021,150,48,201,222402,1,3047,1093,1954,0,482012224021,85494.553079,3771.325854,35.871349,64.128651,0
170,48,201,222501,1,1011,381,1011,873,138,137,29,94,0,13,0,1,1,658,559,99,98,27,63,0,7,0,1,1,381,279,102,482012225011,170,15000US482012225011,150,48,201,222501,1,1806,298,1508,0,482012225011,2001290.964225,7689.984818,16.500554,83.499446,0
171,48,201,222501,2,1849,493,1849,1637,212,208,139,62,0,4,3,0,4,1286,1097,189,186,130,49,0,4,3,0,3,493,477,16,482012225012,171,15000US482012225012,150,48,201,222501,2,1168,238,930,0,482012225012,7786508.495987,16633.596645,20.376712,79.623288,0
172,48,201,222502,1,5,1,5,1,4,4,4,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,482012225021,172,15000US482012225021,150,48,201,222502,1,848,76,772,0,482012225021,770054.505528,3525.173303,8.962264,91.037736,0
173,48,201,222502,2,2486,636,2486,2045,441,431,291,133,0,7,0,0,10,1661,1303,358,350,252,91,0,7,0,0,8,636,618,18,482012225022,173,15000US482012225022,150,48,201,222502,2,2435,467,1861,107,482012225022,8181510.047713,22781.682871,19.178645,76.427105,4.394251
174,48,201,222503,1,2239,550,2239,1984,255,255,173,64,4,14,0,0,0,1512,1289,223,223,162,45,3,13,0,0,0,550,531,19,482012225031,174,15000US482012225031,150,48,201,222503,1,2850,496,2332,22,482012225031,11831239.635838,20463.852899,17.403509,81.824561,0.77193
175,48,201,222503,2,2062,678,2062,1974,88,84,38,40,0,2,1,3,4,1352,1281,71,67,31,32,0,2,1,1,4,678,570,108,482012225032,175,15000US482012225032,150,48,201,222503,2,1719,108,1611,0,482012225032,2574891.558698,7591.08982,6.282723,93.717277,0
176,48,201,222503,3,2313,742,2313,1860,453,440,110,320,0,9,0,1,13,1507,1167,340,331,98,223,0,9,0,1,9,742,617,125,482012225033,176,15000US482012225033,150,48,201,222503,3,2087,551,1500,36,482012225033,3971642.658087,10769.131153,26.401533,71.873503,1.724964
177,48,201,222600,1,2716,1349,2716,1897,819,808,75,710,4,15,1,3,11,1906,1238,668,662,72,573,1,14,1,1,6,1349,1062,287,482012226001,177,15000US482012226001,150,48,201,222600,1,2111,657,1374,80,482012226001,13336172.840942,15156.663239,31.122691,65.087636,3.789673
178,48,201,222600,2,2231,778,2231,2156,75,73,31,29,1,12,0,0,2,1399,1340,59,57,22,26,1,8,0,0,2,778,645,133,482012226002,178,15000US482012226002,150,48,201,222600,2,2356,129,2227,0,482012226002,14793994.827652,17803.383464,5.475382,94.524618,0
179,48,201,222700,1,1143,532,1143,239,904,902,56,843,0,3,0,0,2,703,126,577,575,49,523,0,3,0,0,2,532,432,100,482012227001,179,15000US482012227001,150,48,201,222700,1,2940,2182,718,40,482012227001,30878737.672606,65472.832526,74.217687,24.421769,1.360544
180,48,201,222700,2,34,11,34,21,13,12,7,5,0,0,0,0,1,23,10,13,12,7,5,0,0,0,0,1,11,11,0,482012227002,180,15000US482012227002,150,48,201,222700,2,1349,1216,133,0,482012227002,5584401.518637,10364.775564,90.140845,9.859155,0
181,48,201,222900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229001,181,15000US482012229001,150,48,201,222900,1,1488,400,1088,0,482012229001,293970.394684,13313.49364,26.88172,73.11828,0
182,48,201,222900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229002,182,15000US482012229002,150,48,201,222900,2,1225,381,807,37,482012229002,145346.681985,5389.076286,31.102041,65.877551,3.020408
183,48,201,222900,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012229004,183,15000US482012229004,150,48,201,222900,4,1625,258,1367,0,482012229004,68240.738823,2727.927659,15.876923,84.123077,0
184,48,201,223100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482012231001,184,15000US482012231001,150,48,201,223100,1,2189,649,1455,85,482012231001,10162808.484677,18391.434561,29.648241,66.468707,3.883052
185,48,201,230100,1,1705,688,1705,311,1394,1384,19,1363,1,0,0,1,10,1155,182,973,963,18,943,1,0,0,1,10,688,597,91,482012301001,185,15000US482012301001,150,48,201,230100,1,1669,1283,354,32,482012301001,14563719.726588,15270.02618,76.872379,21.210306,1.917316
186,48,201,230200,1,697,370,697,69,628,621,35,585,1,0,0,0,7,595,48,547,542,35,507,0,0,0,0,5,370,294,76,482012302001,186,15000US482012302001,150,48,201,230200,1,585,398,157,30,482012302001,15214029.168292,19867.726839,68.034188,26.837607,5.128205
