OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
1423,48,201,531500,1,945,421,945,355,590,583,552,13,3,13,0,2,7,767,253,514,511,486,9,3,13,0,0,3,421,401,20,482015315001,1423,15000US482015315001,150,48,201,531500,1,772,548,224,0,482015315001,7599415.371122,11337.236562,70.984456,29.015544,0
1424,48,201,531500,2,655,283,655,265,390,390,364,11,2,13,0,0,0,538,200,338,338,319,5,2,12,0,0,0,283,272,11,482015315002,1424,15000US482015315002,150,48,201,531500,2,586,502,77,7,482015315002,2719259.389317,7338.560863,85.665529,13.139932,1.194539
1425,48,201,531500,3,1420,602,1420,665,755,747,527,178,1,40,0,1,8,1088,462,626,622,460,127,1,33,0,1,4,602,562,40,482015315003,1425,15000US482015315003,150,48,201,531500,3,1395,839,445,111,482015315003,10211802.930034,17708.714557,60.143369,31.899642,7.956989
1426,48,201,531600,1,1473,700,1473,323,1150,1121,1043,59,4,15,0,0,29,1185,226,959,945,887,45,3,10,0,0,14,700,648,52,482015316001,1426,15000US482015316001,150,48,201,531600,1,1366,1149,214,3,482015316001,14556349.984243,15937.459155,84.114202,15.666179,0.219619
1427,48,201,531600,2,1350,540,1350,701,649,640,556,75,1,7,0,1,9,1033,461,572,566,492,65,1,7,0,1,6,540,508,32,482015316002,1427,15000US482015316002,150,48,201,531600,2,1295,809,486,0,482015316002,11026399.302724,14279.856372,62.471042,37.528958,0
1428,48,201,531700,1,1244,589,1244,196,1048,1033,964,36,6,24,0,3,15,999,143,856,846,801,19,5,20,0,1,10,589,548,41,482015317001,1428,15000US482015317001,150,48,201,531700,1,975,901,55,19,482015317001,11416465.815994,16281.409715,92.410256,5.641026,1.948718
1429,48,201,531700,2,1585,793,1585,336,1249,1232,1180,24,1,23,2,2,17,1308,246,1062,1053,1008,18,1,22,2,2,9,793,740,53,482015317002,1429,15000US482015317002,150,48,201,531700,2,1778,1519,190,69,482015317002,8627637.479321,11654.406565,85.433071,10.686164,3.880765
1430,48,201,531800,1,1756,634,1756,328,1428,1414,40,1365,7,0,0,2,14,1201,174,1027,1019,27,983,7,0,0,2,8,634,562,72,482015318001,1430,15000US482015318001,150,48,201,531800,1,1291,1122,145,24,482015318001,29080850.483386,23929.015922,86.909373,11.231603,1.859024
1431,48,201,531800,2,596,271,596,158,438,433,21,410,1,1,0,0,5,464,100,364,361,19,340,1,1,0,0,3,271,221,50,482015318002,1431,15000US482015318002,150,48,201,531800,2,849,700,149,0,482015318002,5990839.264681,10105.376855,82.449941,17.550059,0
1432,48,201,531900,1,1804,600,1804,395,1409,1405,38,1360,2,4,0,1,4,1213,258,955,952,28,917,2,4,0,1,3,600,566,34,482015319001,1432,15000US482015319001,150,48,201,531900,1,1406,989,384,33,482015319001,11589504.447186,15485.150574,70.341394,27.311522,2.347084
1433,48,201,531900,2,1383,438,1383,479,904,888,9,878,1,0,0,0,16,963,288,675,663,6,656,1,0,0,0,12,438,401,37,482015319002,1433,15000US482015319002,150,48,201,531900,2,1139,674,408,57,482015319002,8027247.347617,12614.582973,59.174715,35.820896,5.00439
1434,48,201,531900,3,1521,586,1521,168,1353,1348,18,1316,0,14,0,0,5,1085,101,984,980,13,953,0,14,0,0,4,586,539,47,482015319003,1434,15000US482015319003,150,48,201,531900,3,1535,1392,143,0,482015319003,27277821.882023,26363.957865,90.684039,9.315961,0
1435,48,201,532001,1,1202,839,1202,248,954,931,46,870,1,13,0,1,23,816,160,656,643,44,589,0,10,0,0,13,839,483,356,482015320011,1435,15000US482015320011,150,48,201,532001,1,1438,1144,212,82,482015320011,6095691.57985,15600.519487,79.554937,14.742698,5.702364
1436,48,201,532001,2,618,818,618,96,522,518,147,356,5,7,0,3,4,525,68,457,454,134,309,3,7,0,1,3,818,329,489,482015320012,1436,15000US482015320012,150,48,201,532001,2,686,597,66,23,482015320012,6998401.8457,12447.692286,87.026239,9.620991,3.35277
1437,48,201,532001,3,990,725,990,238,752,750,168,572,2,8,0,0,2,703,160,543,543,154,381,2,6,0,0,0,725,400,325,482015320013,1437,15000US482015320013,150,48,201,532001,3,978,657,179,142,482015320013,4873891.997527,11665.059894,67.177914,18.302658,14.519427
1438,48,201,532001,4,2057,1407,2057,886,1171,1152,100,1032,5,12,0,3,19,1375,559,816,804,85,702,4,10,0,3,12,1407,782,625,482015320014,1438,15000US482015320014,150,48,201,532001,4,1697,1282,415,0,482015320014,3206072.816442,11729.336757,75.54508,24.45492,0
1439,48,201,532002,1,1008,431,1008,322,686,670,498,156,3,10,0,3,16,794,223,571,559,417,131,3,5,0,3,12,431,408,23,482015320021,1439,15000US482015320021,150,48,201,532002,1,1044,779,205,60,482015320021,7064948.845424,11228.828264,74.616858,19.636015,5.747126
1440,48,201,532100,1,2275,991,2275,1349,926,912,266,585,4,57,0,0,14,1604,887,717,703,228,417,3,55,0,0,14,991,863,128,482015321001,1440,15000US482015321001,150,48,201,532100,1,1702,920,689,93,482015321001,5466332.810085,14302.69259,54.054054,40.481786,5.46416
1441,48,201,532100,2,715,300,715,278,437,428,54,362,0,12,0,0,9,480,168,312,306,51,244,0,11,0,0,6,300,242,58,482015321002,1441,15000US482015321002,150,48,201,532100,2,222,112,110,0,482015321002,1887738.572745,6900.493585,50.45045,49.54955,0
1442,48,201,532100,3,1438,611,1438,415,1023,1009,899,67,5,34,3,1,14,1186,292,894,885,798,48,5,31,2,1,9,611,589,22,482015321003,1442,15000US482015321003,150,48,201,532100,3,1452,1235,122,95,482015321003,7080010.048862,13421.678074,85.055096,8.402204,6.5427
1443,48,201,532100,4,1349,847,1349,621,728,717,106,606,1,3,0,1,11,902,404,498,493,70,418,1,3,0,1,5,847,504,343,482015321004,1443,15000US482015321004,150,48,201,532100,4,1920,788,1132,0,482015321004,5958835.24902,15750.566454,41.041667,58.958333,0
1444,48,201,532200,1,1078,676,1078,392,686,681,54,619,1,3,0,4,5,718,269,449,445,46,394,1,3,0,1,4,676,385,291,482015322001,1444,15000US482015322001,150,48,201,532200,1,680,668,12,0,482015322001,2691417.993287,7418.444205,98.235294,1.764706,0
1445,48,201,532200,2,1712,793,1712,619,1093,1075,345,707,5,17,0,1,18,1203,363,840,826,334,471,4,16,0,1,14,793,703,90,482015322002,1445,15000US482015322002,150,48,201,532200,2,1858,1339,374,145,482015322002,17484703.228707,20902.731102,72.066738,20.129171,7.80409
1446,48,201,532300,1,1122,478,1122,407,715,710,645,47,6,9,0,3,5,888,268,620,617,564,39,6,6,0,2,3,478,454,24,482015323001,1446,15000US482015323001,150,48,201,532300,1,951,630,242,79,482015323001,32768019.507852,27289.761783,66.246057,25.446898,8.307045
1447,48,201,532300,2,73,29,73,19,54,54,31,7,0,16,0,0,0,61,16,45,45,26,4,0,15,0,0,0,29,27,2,482015323002,1447,15000US482015323002,150,48,201,532300,2,87,87,0,0,482015323002,15940912.674752,17685.887001,100,0,0
1448,48,201,532300,3,1736,884,1736,693,1043,1032,303,646,1,76,1,5,11,1248,462,786,782,272,440,1,64,1,4,4,884,728,156,482015323003,1448,15000US482015323003,150,48,201,532300,3,1267,932,335,0,482015323003,8787473.348695,14351.819654,73.55959,26.44041,0
1449,48,201,532300,4,2589,1445,2589,990,1599,1562,481,938,1,122,2,18,37,1983,664,1319,1293,438,736,1,103,2,13,26,1445,1280,165,482015323004,1449,15000US482015323004,150,48,201,532300,4,2327,1476,725,126,482015323004,9297025.57962,14739.979375,63.429308,31.155995,5.414697
1450,48,201,532400,1,1872,524,1872,1499,373,369,229,119,2,17,0,2,4,1282,967,315,313,214,86,2,10,0,1,2,524,501,23,482015324001,1450,15000US482015324001,150,48,201,532400,1,1397,499,826,72,482015324001,7763333.886691,16241.743142,35.719399,59.1267,5.153901
1451,48,201,532400,2,2334,788,2334,1167,1167,1144,819,196,11,117,0,1,23,1664,744,920,903,682,127,6,88,0,0,17,788,754,34,482015324002,1451,15000US482015324002,150,48,201,532400,2,1721,1170,488,63,482015324002,11663729.731,14951.376498,67.98373,28.355607,3.660662
1452,48,201,532400,3,224,76,224,124,100,100,76,22,0,0,1,1,0,164,83,81,81,67,12,0,0,1,1,0,76,74,2,482015324003,1452,15000US482015324003,150,48,201,532400,3,1730,1011,619,100,482015324003,1635810.160277,13371.133335,58.439306,35.780347,5.780347
1453,48,201,532501,3,674,170,674,533,141,139,90,36,2,11,0,0,2,464,352,112,111,81,21,1,8,0,0,1,170,165,5,482015325013,1453,15000US482015325013,150,48,201,532501,3,3525,907,2139,479,482015325013,2305424.054342,6688.543143,25.730496,60.680851,13.588652
1454,48,201,532502,1,1144,359,1144,779,365,352,249,89,1,9,0,4,13,775,464,311,298,231,59,0,7,0,1,13,359,339,20,482015325021,1454,15000US482015325021,150,48,201,532502,1,1021,613,408,0,482015325021,6855966.503528,12409.635244,60.039177,39.960823,0
1455,48,201,532502,2,1450,377,1450,1115,335,328,172,84,5,63,0,4,7,956,702,254,250,140,52,2,53,0,3,4,377,363,14,482015325022,1455,15000US482015325022,150,48,201,532502,2,643,246,397,0,482015325022,7793137.379786,17773.778646,38.258165,61.741835,0
1456,48,201,532502,3,2968,799,2968,2382,586,575,299,233,1,36,0,6,11,1950,1492,458,453,259,160,1,30,0,3,5,799,765,34,482015325023,1456,15000US482015325023,150,48,201,532502,3,3104,1333,1727,44,482015325023,8301490.914112,12914.715497,42.944588,55.637887,1.417526
1457,48,201,532600,1,276,131,276,222,54,54,2,46,0,3,0,3,0,176,134,42,42,2,36,0,3,0,1,0,131,82,49,482015326001,1457,15000US482015326001,150,48,201,532600,1,1738,918,820,0,482015326001,364524.202499,5718.541502,52.819333,47.180667,0
1458,48,201,532600,2,1409,453,1409,632,777,763,180,555,1,25,0,2,14,1009,412,597,595,167,406,1,21,0,0,2,453,426,27,482015326002,1458,15000US482015326002,150,48,201,532600,2,832,701,102,29,482015326002,4435431.565508,8951.006756,84.254808,12.259615,3.485577
1459,48,201,532600,3,284,76,284,172,112,112,19,89,3,1,0,0,0,184,105,79,79,17,58,3,1,0,0,0,76,68,8,482015326003,1459,15000US482015326003,150,48,201,532600,3,2551,1248,1012,291,482015326003,3741538.013077,15477.685927,48.921991,39.670717,11.407291
1460,48,201,532700,1,947,409,947,229,718,694,255,393,4,38,2,2,24,763,154,609,596,242,311,2,37,2,2,13,409,385,24,482015327001,1460,15000US482015327001,150,48,201,532700,1,1618,1113,395,110,482015327001,7581703.943439,12055.368904,68.788628,24.412855,6.798517
1461,48,201,532700,2,851,320,851,269,582,581,277,292,2,9,0,1,1,650,172,478,477,246,221,1,8,0,1,1,320,298,22,482015327002,1461,15000US482015327002,150,48,201,532700,2,1069,807,198,64,482015327002,6167816.260877,12345.857022,75.491113,18.521983,5.986904
1462,48,201,532700,3,866,323,866,318,548,542,274,254,3,10,0,1,6,676,217,459,455,256,188,3,7,0,1,4,323,304,19,482015327003,1462,15000US482015327003,150,48,201,532700,3,1255,950,279,26,482015327003,7356297.597631,12223.417312,75.697211,22.231076,2.071713
1463,48,201,532800,1,1684,718,1684,731,953,936,389,473,4,66,2,2,17,1242,484,758,748,353,336,3,53,2,1,10,718,613,105,482015328001,1463,15000US482015328001,150,48,201,532800,1,1782,942,675,165,482015328001,14501292.287359,24416.350439,52.861953,37.878788,9.259259
1464,48,201,532900,1,151,104,151,112,39,39,4,35,0,0,0,0,0,87,61,26,26,4,22,0,0,0,0,0,104,46,58,482015329001,1464,15000US482015329001,150,48,201,532900,1,1244,574,657,13,482015329001,246752.081181,2108.253045,46.141479,52.813505,1.045016
1465,48,201,532900,2,262,191,262,239,23,23,3,20,0,0,0,0,0,170,152,18,18,3,15,0,0,0,0,0,191,88,103,482015329002,1465,15000US482015329002,150,48,201,532900,2,1384,896,340,148,482015329002,433107.621368,3640.833685,64.739884,24.566474,10.693642
1466,48,201,533000,1,1416,727,1416,424,992,981,22,940,8,10,0,1,11,1025,270,755,750,20,714,8,8,0,0,5,727,530,197,482015330001,1466,15000US482015330001,150,48,201,533000,1,1562,1271,291,0,482015330001,12669563.914109,16251.806952,81.370038,18.629962,0
1467,48,201,533100,1,1828,718,1828,584,1244,1224,346,821,13,42,0,2,20,1323,371,952,940,311,584,8,36,0,1,12,718,619,99,482015331001,1467,15000US482015331001,150,48,201,533100,1,1296,721,553,22,482015331001,11456001.016892,16232.669857,55.632716,42.669753,1.697531
1468,48,201,533100,2,2230,798,2230,264,1966,1957,6,1938,4,9,0,0,9,1397,148,1249,1245,6,1229,1,9,0,0,4,798,755,43,482015331002,1468,15000US482015331002,150,48,201,533100,2,2089,1959,130,0,482015331002,16353283.193054,24348.668209,93.776927,6.223073,0
1469,48,201,533100,3,2391,796,2391,741,1650,1624,173,1404,2,43,0,2,26,1716,485,1231,1218,155,1020,2,39,0,2,13,796,762,34,482015331003,1469,15000US482015331003,150,48,201,533100,3,2755,2189,497,69,482015331003,9946855.814436,16241.053029,79.455535,18.039927,2.504537
1470,48,201,533200,1,931,389,931,106,825,817,3,810,2,2,0,0,8,676,56,620,613,3,606,2,2,0,0,7,389,333,56,482015332001,1470,15000US482015332001,150,48,201,533200,1,1502,1074,397,31,482015332001,13955171.575547,17105.342451,71.50466,26.431425,2.063915
1471,48,201,533200,2,1049,481,1049,298,751,739,40,679,7,13,0,0,12,712,192,520,513,35,466,2,10,0,0,7,481,339,142,482015332002,1471,15000US482015332002,150,48,201,533200,2,861,787,55,19,482015332002,8302697.663575,11591.761906,91.405343,6.387921,2.206736
1472,48,201,533200,3,1242,656,1242,247,995,981,139,793,0,48,0,1,14,969,170,799,791,130,615,0,46,0,0,8,656,519,137,482015332003,1472,15000US482015332003,150,48,201,533200,3,1094,922,172,0,482015332003,6570915.728685,10777.988942,84.277879,15.722121,0
1473,48,201,533300,1,2368,915,2368,511,1857,1833,23,1785,3,20,0,2,24,1693,335,1358,1347,18,1305,2,20,0,2,11,915,844,71,482015333001,1473,15000US482015333001,150,48,201,533300,1,2596,1889,680,27,482015333001,10262606.158952,14648.298762,72.765794,26.194145,1.040062
1474,48,201,533300,2,1970,735,1970,285,1685,1667,28,1636,1,0,1,1,18,1331,171,1160,1150,22,1125,1,0,1,1,10,735,674,61,482015333002,1474,15000US482015333002,150,48,201,533300,2,1686,1319,343,24,482015333002,13862745.489369,16379.536921,78.232503,20.344009,1.423488
1475,48,201,533300,3,651,288,651,65,586,584,3,581,0,0,0,0,2,511,46,465,464,3,461,0,0,0,0,1,288,236,52,482015333003,1475,15000US482015333003,150,48,201,533300,3,373,373,0,0,482015333003,6644761.217757,10386.180427,100,0,0
1476,48,201,533300,4,891,375,891,52,839,834,7,813,5,5,0,4,5,712,34,678,673,7,653,5,5,0,3,5,375,336,39,482015333004,1476,15000US482015333004,150,48,201,533300,4,1140,1122,18,0,482015333004,7356535.927515,11761.522629,98.421053,1.578947,0
1477,48,201,533400,1,1573,615,1573,138,1435,1423,15,1402,1,1,1,3,12,1183,78,1105,1100,15,1080,1,1,1,2,5,615,567,48,482015334001,1477,15000US482015334001,150,48,201,533400,1,1587,1516,53,18,482015334001,25507322.839044,23998.443325,95.52615,3.339635,1.134216
1478,48,201,533400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015334003,1478,15000US482015334003,150,48,201,533400,3,1482,786,696,0,482015334003,5982.437077,539.458955,53.036437,46.963563,0
1479,48,201,533400,4,2062,597,2062,1080,982,975,65,882,1,20,0,7,7,1397,650,747,744,57,669,0,13,0,5,3,597,570,27,482015334004,1479,15000US482015334004,150,48,201,533400,4,2375,1249,1096,30,482015334004,8229079.244767,12381.999588,52.589474,46.147368,1.263158
1480,48,201,533500,1,2069,605,2069,1372,697,674,250,301,4,118,0,1,23,1462,878,584,566,232,242,3,88,0,1,18,605,581,24,482015335001,1480,15000US482015335001,150,48,201,533500,1,2199,847,1318,34,482015335001,13396470.227969,19513.354731,38.517508,59.936335,1.546157
1481,48,201,533500,2,1447,410,1447,972,475,474,256,189,1,28,0,0,1,991,597,394,393,229,140,1,23,0,0,1,410,393,17,482015335002,1481,15000US482015335002,150,48,201,533500,2,1704,839,813,52,482015335002,6329689.146542,11826.03527,49.237089,47.711268,3.051643
1482,48,201,533500,3,846,253,846,627,219,210,98,101,0,11,0,0,9,593,416,177,169,86,72,0,11,0,0,8,253,245,8,482015335003,1482,15000US482015335003,150,48,201,533500,3,479,224,255,0,482015335003,3552562.839998,8448.904516,46.764092,53.235908,0
1483,48,201,533600,1,2,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,482015336001,1483,15000US482015336001,150,48,201,533600,1,918,253,553,112,482015336001,2589817.412636,15112.915665,27.559913,60.239651,12.200436
1484,48,201,533701,1,767,240,767,736,31,30,9,17,1,3,0,0,1,478,458,20,19,5,12,0,2,0,0,1,240,204,36,482015337011,1484,15000US482015337011,150,48,201,533701,1,1149,412,737,0,482015337011,11130376.066456,23674.538007,35.857267,64.142733,0
1485,48,201,533701,3,1663,738,1663,1411,252,243,60,143,0,36,0,4,9,1100,898,202,196,50,109,0,34,0,3,6,738,549,189,482015337013,1485,15000US482015337013,150,48,201,533701,3,1718,308,1104,306,482015337013,5258795.793615,20207.939805,17.927823,64.260768,17.811409
1486,48,201,533801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015338011,1486,15000US482015338011,150,48,201,533801,1,4946,1289,2829,828,482015338011,789738.187822,8068.874544,26.061464,57.197736,16.740801
1487,48,201,533901,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015339013,1487,15000US482015339013,150,48,201,533901,3,4415,1676,2180,559,482015339013,1174130.438717,16901.849819,37.961495,49.377123,12.661382
1488,48,201,533902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015339021,1488,15000US482015339021,150,48,201,533902,1,2044,1501,487,56,482015339021,493613.139178,15072.318131,73.434442,23.825832,2.739726
1489,48,201,533902,2,39,10,39,23,16,16,0,11,0,5,0,0,0,25,12,13,13,0,8,0,5,0,0,0,10,10,0,482015339022,1489,15000US482015339022,150,48,201,533902,2,1942,647,1205,90,482015339022,453407.101201,4348.761515,33.316169,62.049434,4.634398
1490,48,201,534001,1,560,218,560,443,117,116,24,70,1,21,0,0,1,367,277,90,90,21,54,1,14,0,0,0,218,194,24,482015340011,1490,15000US482015340011,150,48,201,534001,1,1892,747,970,175,482015340011,2784452.952949,25955.228041,39.48203,51.268499,9.249471
1491,48,201,534002,1,149,43,149,76,73,71,4,67,0,0,0,0,2,95,44,51,50,4,46,0,0,0,0,1,43,41,2,482015340021,1491,15000US482015340021,150,48,201,534002,1,2931,1230,1500,201,482015340021,18439221.529279,36556.167059,41.9652,51.177073,6.857728
1492,48,201,534002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015340022,1492,15000US482015340022,150,48,201,534002,2,2345,849,1328,168,482015340022,263629.468852,3103.511412,36.204691,56.63113,7.164179
1493,48,201,534003,1,428,148,428,297,131,127,18,89,0,20,0,0,4,278,182,96,94,18,60,0,16,0,0,2,148,140,8,482015340031,1493,15000US482015340031,150,48,201,534003,1,2026,877,1009,140,482015340031,2669232.89221,24615.632297,43.287266,49.802567,6.910168
1494,48,201,534203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015342031,1494,15000US482015342031,150,48,201,534203,1,1363,524,788,51,482015342031,4003293.047568,14800.592372,38.444607,57.813646,3.741746
1495,48,201,540100,1,60,22,60,12,48,44,14,4,0,26,0,0,4,42,8,34,32,12,4,0,16,0,0,2,22,22,0,482015401001,1495,15000US482015401001,150,48,201,540100,1,6007,3309,554,2144,482015401001,3168137.178297,37503.264897,55.085733,9.222574,35.691693
1496,48,201,540100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015401002,1496,15000US482015401002,150,48,201,540100,2,2514,1132,797,585,482015401002,50277731.727929,51762.013396,45.027844,31.702466,23.26969
1497,48,201,540100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015401003,1497,15000US482015401003,150,48,201,540100,3,1335,367,968,0,482015401003,9870061.728599,29477.558137,27.490637,72.509363,0
1498,48,201,540200,1,2654,1006,2654,1597,1057,1039,596,170,5,260,5,3,18,1960,1085,875,862,510,129,5,213,5,0,13,1006,938,68,482015402001,1498,15000US482015402001,150,48,201,540200,1,2368,1029,1015,324,482015402001,26977464.45319,21634.18618,43.454392,42.863176,13.682432
1499,48,201,540501,1,461,188,461,355,106,102,45,40,0,16,0,1,4,287,211,76,74,37,27,0,10,0,0,2,188,147,41,482015405011,1499,15000US482015405011,150,48,201,540501,1,2003,727,1032,244,482015405011,3845071.686792,17330.271469,36.295557,51.522716,12.181727
1500,48,201,540501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015405012,1500,15000US482015405012,150,48,201,540501,2,1333,427,887,19,482015405012,88298.034056,2914.641471,32.033008,66.541635,1.425356
1501,48,201,540501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015405013,1501,15000US482015405013,150,48,201,540501,3,1993,719,1161,113,482015405013,203890.047069,7415.789817,36.076267,58.253889,5.669844
1502,48,201,540502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015405021,1502,15000US482015405021,150,48,201,540502,1,1273,987,201,85,482015405021,8217013.248399,15157.888942,77.533386,15.789474,6.677141
1503,48,201,540502,2,18,7,18,5,13,13,12,1,0,0,0,0,0,16,5,11,11,10,1,0,0,0,0,0,7,7,0,482015405022,1503,15000US482015405022,150,48,201,540502,2,2098,1765,333,0,482015405022,8179871.953153,17084.455307,84.127741,15.872259,0
1504,48,201,540601,1,45,15,45,9,36,36,23,13,0,0,0,0,0,34,7,27,27,19,8,0,0,0,0,0,15,15,0,482015406011,1504,15000US482015406011,150,48,201,540601,1,2520,1680,413,427,482015406011,4191668.265028,11004.960895,66.666667,16.388889,16.944444
1505,48,201,540601,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015406012,1505,15000US482015406012,150,48,201,540601,2,139,92,47,0,482015406012,301599.267758,4895.410937,66.18705,33.81295,0
1506,48,201,540602,1,138,48,138,75,63,60,21,31,2,6,0,0,3,86,50,36,36,11,18,2,5,0,0,0,48,39,9,482015406021,1506,15000US482015406021,150,48,201,540602,1,4170,2192,1556,422,482015406021,4151699.415786,15349.953738,52.565947,37.314149,10.119904
1507,48,201,540700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015407001,1507,15000US482015407001,150,48,201,540700,1,1832,1187,276,369,482015407001,28086773.832111,36977.372669,64.792576,15.065502,20.141921
1508,48,201,540700,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,482015407002,1508,15000US482015407002,150,48,201,540700,2,2853,527,1737,589,482015407002,895303.10656,13183.593252,18.471784,60.883281,20.644935
1509,48,201,540700,3,46,18,46,3,43,43,20,14,0,9,0,0,0,40,3,37,37,17,11,0,9,0,0,0,18,17,1,482015407003,1509,15000US482015407003,150,48,201,540700,3,1882,1220,368,294,482015407003,1003597.507033,11828.097151,64.824655,19.553666,15.621679
1510,48,201,540800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015408001,1510,15000US482015408001,150,48,201,540800,1,2624,705,1785,134,482015408001,35394.590979,2578.991009,26.867378,68.025915,5.106707
1511,48,201,540800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015408002,1511,15000US482015408002,150,48,201,540800,2,1971,986,819,166,482015408002,952399.762559,52867.129505,50.025368,41.552511,8.422121
1512,48,201,540800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015408003,1512,15000US482015408003,150,48,201,540800,3,2472,944,1317,211,482015408003,302690.955176,12269.04025,38.187702,53.276699,8.535599
1513,48,201,540901,1,2,2,2,0,2,2,0,1,1,0,0,0,0,2,0,2,2,0,1,1,0,0,0,0,2,2,0,482015409011,1513,15000US482015409011,150,48,201,540901,1,2732,2490,105,137,482015409011,464940.238073,14655.27078,91.14202,3.843338,5.014641
1514,48,201,540902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015409022,1514,15000US482015409022,150,48,201,540902,2,1540,893,269,378,482015409022,629471.591153,11391.209494,57.987013,17.467532,24.545455
1515,48,201,540902,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015409023,1515,15000US482015409023,150,48,201,540902,3,2343,1831,304,208,482015409023,4194735.822351,18649.358923,78.147674,12.974819,8.877507
1516,48,201,541001,1,554,291,554,92,462,457,266,138,5,48,0,0,5,433,63,370,367,222,104,5,36,0,0,3,291,281,10,482015410011,1516,15000US482015410011,150,48,201,541001,1,5635,3603,671,1361,482015410011,1880724.993797,26163.300015,63.939663,11.90772,24.152618
1517,48,201,541002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015410022,1517,15000US482015410022,150,48,201,541002,2,1330,1110,21,199,482015410022,1482273.655845,19593.738174,83.458647,1.578947,14.962406
1518,48,201,541203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482015412031,1518,15000US482015412031,150,48,201,541203,1,972,903,69,0,482015412031,1377249.45,6071.989145,92.901235,7.098765,0
1519,48,201,541300,2,656,184,656,346,310,306,50,109,1,136,0,10,4,431,223,208,205,39,63,1,97,0,5,3,184,178,6,482015413002,1519,15000US482015413002,150,48,201,541300,2,3769,1898,1640,231,482015413002,4260938.842949,18600.886401,50.358185,43.512868,6.128947
1520,48,201,541300,3,544,144,544,268,276,266,92,101,0,73,0,0,10,329,153,176,171,62,57,0,52,0,0,5,144,141,3,482015413003,1520,15000US482015413003,150,48,201,541300,3,2942,813,1591,538,482015413003,190474.771463,4078.215128,27.634262,54.078858,18.28688
1521,48,201,541400,1,2886,1191,2886,1216,1670,1634,849,464,8,311,2,0,36,2043,779,1264,1245,679,333,5,226,2,0,19,1191,999,192,482015414001,1521,15000US482015414001,150,48,201,541400,1,8459,4510,2325,1624,482015414001,4578692.077075,21197.008193,53.315995,27.485518,19.198487
