OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1,Median_HHI
550,550,48,201,330200,2,1855,667,1855,944,911,891,68,818,2,3,0,0,20,1328,613,715,702,61,636,2,3,0,0,13,667,624,43,482013302002,15000US482013302002,482013302002,29415
551,551,48,201,330301,1,4489,1209,4489,2922,1567,1534,118,1243,10,159,2,2,33,2853,1789,1064,1044,85,827,2,128,2,0,20,1209,1172,37,482013303011,15000US482013303011,482013303011,56964
552,552,48,201,330301,2,2680,635,2680,2089,591,579,106,374,0,93,0,6,12,1658,1255,403,398,74,247,0,74,0,3,5,635,626,9,482013303012,15000US482013303012,482013303012,53133
553,553,48,201,330302,1,2371,652,2371,1866,505,494,64,405,1,18,0,6,11,1543,1222,321,315,53,245,0,14,0,3,6,652,606,46,482013303021,15000US482013303021,482013303021,45327
554,554,48,201,330302,2,1259,412,1259,538,721,713,95,613,0,4,1,0,8,929,342,587,580,87,488,0,4,1,0,7,412,386,26,482013303022,15000US482013303022,482013303022,29531
555,555,48,201,330302,3,1897,721,1897,733,1164,1146,61,1069,8,7,0,1,18,1358,449,909,898,53,835,5,4,0,1,11,721,574,147,482013303023,15000US482013303023,482013303023,46488
556,556,48,201,330303,1,1467,564,1467,996,471,464,58,398,0,7,0,1,7,939,602,337,335,55,275,0,5,0,0,2,564,451,113,482013303031,15000US482013303031,482013303031,33697
557,557,48,201,330303,2,1448,591,1448,734,714,702,152,539,5,6,0,0,12,1045,467,578,571,146,416,3,6,0,0,7,591,553,38,482013303032,15000US482013303032,482013303032,41912
558,558,48,201,330303,3,1146,376,1146,259,887,886,17,852,0,17,0,0,1,831,169,662,661,15,632,0,14,0,0,1,376,373,3,482013303033,15000US482013303033,482013303033,102656
559,559,48,201,330400,1,1270,355,1270,951,319,318,59,247,0,12,0,0,1,850,603,247,246,54,180,0,12,0,0,1,355,332,23,482013304001,15000US482013304001,482013304001,33558
560,560,48,201,330400,2,1779,546,1779,1126,653,643,76,561,1,1,0,4,10,1212,720,492,488,65,421,1,1,0,0,4,546,503,43,482013304002,15000US482013304002,482013304002,34798
561,561,48,201,330400,3,1614,601,1614,422,1192,1180,34,1123,3,11,0,9,12,1162,294,868,865,30,820,3,10,0,2,3,601,586,15,482013304003,15000US482013304003,482013304003,27887
562,562,48,201,330500,1,1582,442,1582,1129,453,444,66,372,5,1,0,0,9,993,649,344,337,51,280,5,1,0,0,7,442,416,26,482013305001,15000US482013305001,482013305001,28835
563,563,48,201,330500,2,1468,416,1468,744,724,715,28,678,1,4,0,4,9,1052,508,544,536,25,505,0,4,0,2,8,416,394,22,482013305002,15000US482013305002,482013305002,55387
564,564,48,201,330500,3,1071,346,1071,487,584,576,50,524,0,0,0,2,8,762,318,444,438,42,396,0,0,0,0,6,346,322,24,482013305003,15000US482013305003,482013305003,39250
565,565,48,201,330600,1,1333,425,1333,589,744,739,27,710,1,1,0,0,5,943,393,550,546,22,522,1,1,0,0,4,425,403,22,482013306001,15000US482013306001,482013306001,53558
566,566,48,201,330600,2,2095,709,2095,740,1355,1342,94,1174,2,72,0,0,13,1438,492,946,938,80,795,2,61,0,0,8,709,655,54,482013306002,15000US482013306002,482013306002,35855
567,567,48,201,330600,3,721,253,721,243,478,473,34,438,1,0,0,0,5,536,160,376,374,32,341,1,0,0,0,2,253,233,20,482013306003,15000US482013306003,482013306003,62533
568,568,48,201,330600,4,2275,678,2275,919,1356,1341,76,1247,6,8,0,4,15,1611,594,1017,1006,69,924,3,8,0,2,11,678,642,36,482013306004,15000US482013306004,482013306004,41250
569,569,48,201,330700,1,2189,578,2189,1390,799,787,42,740,3,2,0,0,12,1261,787,474,470,34,433,1,2,0,0,4,578,523,55,482013307001,15000US482013307001,482013307001,38051
570,570,48,201,330700,2,1700,493,1700,956,744,739,35,699,2,3,0,0,5,1213,656,557,554,20,530,1,3,0,0,3,493,471,22,482013307002,15000US482013307002,482013307002,40962
571,571,48,201,330700,3,1542,439,1542,1126,416,406,33,363,2,7,0,1,10,1040,728,312,308,31,272,0,5,0,0,4,439,424,15,482013307003,15000US482013307003,482013307003,29718
572,572,48,201,330800,1,2525,860,2525,1186,1339,1321,241,989,5,82,0,4,18,1721,743,978,970,209,692,4,62,0,3,8,860,788,72,482013308001,15000US482013308001,482013308001,32139
573,573,48,201,330800,2,5,2,5,0,5,5,0,3,0,2,0,0,0,4,0,4,4,0,2,0,2,0,0,0,2,2,0,482013308002,15000US482013308002,482013308002,66216
574,574,48,201,330900,1,5186,2131,5186,1137,4049,3976,451,3218,6,292,0,9,73,3752,752,3000,2960,408,2310,5,232,0,5,40,2131,2009,122,482013309001,15000US482013309001,482013309001,52119
575,575,48,201,330900,2,1245,425,1245,762,483,475,101,356,1,17,0,0,8,822,475,347,340,86,241,1,12,0,0,7,425,347,78,482013309002,15000US482013309002,482013309002,36638
576,576,48,201,330900,3,1455,405,1455,1144,311,306,124,179,0,0,0,3,5,871,646,225,223,97,124,0,0,0,2,2,405,375,30,482013309003,15000US482013309003,482013309003,49471
577,577,48,201,331100,1,522,265,522,71,451,449,5,444,0,0,0,0,2,398,41,357,355,5,350,0,0,0,0,2,265,206,59,482013311001,15000US482013311001,482013311001,19583
578,578,48,201,331100,2,545,212,545,93,452,449,12,437,0,0,0,0,3,417,69,348,347,11,336,0,0,0,0,1,212,182,30,482013311002,15000US482013311002,482013311002,41786
579,579,48,201,331100,3,1427,577,1427,103,1324,1319,18,1293,3,4,0,1,5,931,60,871,869,13,851,3,1,0,1,2,577,505,72,482013311003,15000US482013311003,482013311003,18828
580,580,48,201,331100,4,1349,607,1349,194,1155,1150,18,1128,1,2,1,0,5,982,119,863,860,16,840,1,2,1,0,3,607,507,100,482013311004,15000US482013311004,482013311004,17273
581,581,48,201,331200,1,1661,750,1661,106,1555,1539,20,1511,1,3,1,3,16,1170,75,1095,1083,20,1055,1,3,1,3,12,750,633,117,482013312001,15000US482013312001,482013312001,16714
582,582,48,201,331200,2,1812,913,1812,116,1696,1689,31,1655,2,0,0,1,7,1297,65,1232,1226,22,1202,1,0,0,1,6,913,792,121,482013312002,15000US482013312002,482013312002,31154
583,583,48,201,331300,1,1419,551,1419,67,1352,1346,7,1335,3,1,0,0,6,1052,45,1007,1005,5,996,3,1,0,0,2,551,505,46,482013313001,15000US482013313001,482013313001,37411
584,584,48,201,331300,2,945,407,945,100,845,840,3,835,0,2,0,0,5,735,58,677,674,2,671,0,1,0,0,3,407,360,47,482013313002,15000US482013313002,482013313002,19091
585,585,48,201,331300,3,787,325,787,56,731,729,1,728,0,0,0,0,2,626,29,597,596,1,595,0,0,0,0,1,325,301,24,482013313003,15000US482013313003,482013313003,36429
586,586,48,201,331300,4,1496,630,1496,95,1401,1396,4,1391,0,1,0,0,5,1170,50,1120,1117,4,1112,0,1,0,0,3,630,563,67,482013313004,15000US482013313004,482013313004,41071
587,587,48,201,331400,1,2520,1098,2520,88,2432,2412,11,2371,3,26,0,1,20,1514,45,1469,1460,11,1424,1,23,0,1,9,1098,1011,87,482013314001,15000US482013314001,482013314001,12966
588,588,48,201,331500,1,858,364,858,11,847,841,3,832,3,3,0,0,6,694,7,687,686,1,680,2,3,0,0,1,364,342,22,482013315001,15000US482013315001,482013315001,25054
589,589,48,201,331500,2,732,318,732,34,698,695,0,695,0,0,0,0,3,583,14,569,568,0,568,0,0,0,0,1,318,283,35,482013315002,15000US482013315002,482013315002,25927
590,590,48,201,331500,3,650,280,650,24,626,621,2,612,4,2,0,1,5,500,16,484,481,1,476,2,2,0,0,3,280,261,19,482013315003,15000US482013315003,482013315003,20957
591,591,48,201,331500,4,1165,438,1165,40,1125,1122,6,1109,7,0,0,0,3,906,20,886,885,5,876,4,0,0,0,1,438,424,14,482013315004,15000US482013315004,482013315004,28229
592,592,48,201,331500,5,820,324,820,30,790,784,1,778,3,2,0,0,6,656,20,636,634,1,628,3,2,0,0,2,324,309,15,482013315005,15000US482013315005,482013315005,56029
593,593,48,201,331500,6,2920,1096,2920,641,2279,2253,210,1973,3,57,0,10,26,2091,393,1698,1683,188,1435,3,51,0,6,15,1096,1017,79,482013315006,15000US482013315006,482013315006,42250
594,594,48,201,331601,1,2072,767,2072,125,1947,1944,14,1918,3,9,0,0,3,1562,69,1493,1492,13,1469,2,8,0,0,1,767,723,44,482013316011,15000US482013316011,482013316011,37071
595,595,48,201,331601,2,2407,1069,2407,102,2305,2291,23,2261,1,6,0,0,14,1746,60,1686,1678,19,1654,1,4,0,0,8,1069,876,193,482013316012,15000US482013316012,482013316012,29651
596,596,48,201,331601,3,1250,434,1250,214,1036,1027,9,1016,0,1,0,1,9,875,120,755,749,5,742,0,1,0,1,6,434,409,25,482013316013,15000US482013316013,482013316013,52092
597,597,48,201,331601,4,729,268,729,37,692,689,0,684,2,2,0,1,3,574,28,546,543,0,539,1,2,0,1,3,268,257,11,482013316014,15000US482013316014,482013316014,57120
598,598,48,201,331602,1,721,328,721,252,469,462,59,396,2,5,0,0,7,484,149,335,330,52,272,2,4,0,0,5,328,252,76,482013316021,15000US482013316021,482013316021,17651
599,599,48,201,331602,2,1619,1283,1619,86,1533,1511,7,1502,1,0,0,1,22,1043,41,1002,988,7,979,1,0,0,1,14,1283,550,733,482013316022,15000US482013316022,482013316022,16289
600,600,48,201,331700,1,1676,599,1676,237,1439,1420,25,1388,3,1,0,3,19,1013,140,873,864,19,841,3,1,0,0,9,599,541,58,482013317001,15000US482013317001,482013317001,20278
601,601,48,201,331700,2,945,341,945,85,860,857,5,849,3,0,0,0,3,721,44,677,674,5,666,3,0,0,0,3,341,320,21,482013317002,15000US482013317002,482013317002,33828
602,602,48,201,331700,3,1350,552,1350,82,1268,1267,4,1260,1,2,0,0,1,1065,51,1014,1013,4,1006,1,2,0,0,1,552,507,45,482013317003,15000US482013317003,482013317003,22273
603,603,48,201,331800,1,2652,1076,2652,228,2424,2402,34,2356,8,4,0,0,22,1824,135,1689,1673,26,1642,1,4,0,0,16,1076,911,165,482013318001,15000US482013318001,482013318001,27344
604,604,48,201,331800,2,1030,353,1030,211,819,810,10,796,2,2,0,0,9,751,126,625,620,10,607,2,1,0,0,5,353,322,31,482013318002,15000US482013318002,482013318002,30324
605,605,48,201,331900,1,895,392,895,53,842,836,5,823,2,4,0,2,6,680,30,650,646,4,634,2,4,0,2,4,392,339,53,482013319001,15000US482013319001,482013319001,37500
606,606,48,201,331900,2,1406,503,1406,135,1271,1266,12,1245,5,2,0,2,5,1076,81,995,991,12,971,4,2,0,2,4,503,463,40,482013319002,15000US482013319002,482013319002,32214
607,607,48,201,331900,3,1063,424,1063,85,978,975,12,963,0,0,0,0,3,771,52,719,717,10,707,0,0,0,0,2,424,372,52,482013319003,15000US482013319003,482013319003,33194
608,608,48,201,332000,1,1821,620,1821,494,1327,1324,11,1310,0,3,0,0,3,1265,299,966,963,10,951,0,2,0,0,3,620,554,66,482013320001,15000US482013320001,482013320001,38667
609,609,48,201,332000,2,849,291,849,186,663,653,14,633,0,0,0,6,10,636,117,519,511,11,494,0,0,0,6,8,291,263,28,482013320002,15000US482013320002,482013320002,45625
610,610,48,201,332000,3,2356,842,2356,338,2018,1998,20,1904,1,72,0,1,20,1370,197,1173,1159,20,1097,1,40,0,1,14,842,713,129,482013320003,15000US482013320003,482013320003,14157
611,611,48,201,332000,4,567,305,567,30,537,532,2,529,1,0,0,0,5,458,18,440,435,2,432,1,0,0,0,5,305,260,45,482013320004,15000US482013320004,482013320004,41250
612,612,48,201,332100,1,1507,519,1507,757,750,746,16,727,1,2,0,0,4,1040,449,591,590,14,573,1,2,0,0,1,519,450,69,482013321001,15000US482013321001,482013321001,28047
613,613,48,201,332100,2,1530,472,1530,714,816,812,23,783,0,2,0,4,4,1054,422,632,628,19,603,0,2,0,4,4,472,431,41,482013321002,15000US482013321002,482013321002,33520
614,614,48,201,332200,1,1801,556,1801,881,920,912,16,881,3,8,1,3,8,1259,555,704,702,15,675,2,6,1,3,2,556,513,43,482013322001,15000US482013322001,482013322001,32727
615,615,48,201,332200,2,2432,800,2432,842,1590,1579,22,1550,2,3,0,2,11,1734,495,1239,1231,17,1207,2,3,0,2,8,800,726,74,482013322002,15000US482013322002,482013322002,34336
616,616,48,201,332200,3,752,267,752,264,488,486,14,472,0,0,0,0,2,542,159,383,382,12,370,0,0,0,0,1,267,231,36,482013322003,15000US482013322003,482013322003,24223
617,617,48,201,332300,1,1319,451,1319,257,1062,1052,7,1034,7,2,2,0,10,996,153,843,839,5,827,4,2,1,0,4,451,427,24,482013323001,15000US482013323001,482013323001,31778
618,618,48,201,332300,2,1599,611,1599,414,1185,1180,27,1143,2,4,0,4,5,1192,257,935,931,18,904,1,4,0,4,4,611,537,74,482013323002,15000US482013323002,482013323002,26201
619,619,48,201,332400,1,1368,508,1368,222,1146,1142,8,1128,0,0,0,6,4,1051,148,903,899,7,891,0,0,0,1,4,508,461,47,482013324001,15000US482013324001,482013324001,29615
620,620,48,201,332400,2,1611,590,1611,202,1409,1396,23,1371,0,0,0,2,13,1238,110,1128,1122,18,1103,0,0,0,1,6,590,555,35,482013324002,15000US482013324002,482013324002,39647
621,621,48,201,332400,3,1292,426,1292,133,1159,1148,30,1104,6,8,0,0,11,1069,113,956,945,29,906,3,7,0,0,11,426,407,19,482013324003,15000US482013324003,482013324003,39775
622,622,48,201,332500,1,2024,646,2024,850,1174,1171,100,1058,4,1,0,8,3,1437,512,925,923,94,818,3,1,0,7,2,646,613,33,482013325001,15000US482013325001,482013325001,44145
623,623,48,201,332500,2,1233,435,1233,634,599,597,81,508,2,6,0,0,2,934,419,515,515,75,434,2,4,0,0,0,435,403,32,482013325002,15000US482013325002,482013325002,59120
624,624,48,201,332600,1,1351,361,1351,1227,124,124,89,30,0,5,0,0,0,924,817,107,107,79,24,0,4,0,0,0,361,342,19,482013326001,15000US482013326001,482013326001,40491
625,625,48,201,332600,2,2335,820,2335,1491,844,840,100,697,12,29,0,2,4,1705,989,716,712,89,588,8,25,0,2,4,820,796,24,482013326002,15000US482013326002,482013326002,30880
626,626,48,201,332600,3,1650,472,1650,900,750,745,55,674,5,5,1,5,5,1103,525,578,573,54,506,5,5,1,2,5,472,449,23,482013326003,15000US482013326003,482013326003,47283
627,627,48,201,332600,4,1269,445,1269,512,757,750,19,728,1,0,0,2,7,874,304,570,567,17,547,1,0,0,2,3,445,421,24,482013326004,15000US482013326004,482013326004,42136
628,628,48,201,332700,1,843,265,843,776,67,65,48,14,0,3,0,0,2,556,498,58,56,41,12,0,3,0,0,2,265,242,23,482013327001,15000US482013327001,482013327001,34050
629,629,48,201,332700,2,1885,559,1885,1690,195,193,115,65,2,10,0,1,2,1323,1161,162,160,100,50,2,7,0,1,2,559,521,38,482013327002,15000US482013327002,482013327002,39570
630,630,48,201,332800,1,1163,423,1163,938,225,224,76,139,2,6,0,1,1,794,594,200,199,72,119,1,6,0,1,1,423,315,108,482013328001,15000US482013328001,482013328001,24167
631,631,48,201,332800,2,1226,418,1226,1129,97,94,52,38,2,2,0,0,3,817,732,85,82,44,34,2,2,0,0,3,418,364,54,482013328002,15000US482013328002,482013328002,41019
632,632,48,201,332800,3,2228,655,2228,1888,340,335,66,263,0,5,0,1,5,1453,1234,219,216,58,153,0,5,0,0,3,655,595,60,482013328003,15000US482013328003,482013328003,25609
633,633,48,201,332900,1,2352,721,2352,2207,145,139,96,39,3,1,0,0,6,1517,1390,127,124,87,35,1,1,0,0,3,721,622,99,482013329001,15000US482013329001,482013329001,36036
634,634,48,201,332900,2,2697,781,2697,2267,430,418,248,134,4,29,1,2,12,1894,1508,386,380,222,124,4,27,1,2,6,781,697,84,482013329002,15000US482013329002,482013329002,41488
635,635,48,201,333000,1,2530,752,2530,2187,343,341,232,69,0,40,0,0,2,1775,1476,299,297,206,52,0,39,0,0,2,752,705,47,482013330001,15000US482013330001,482013330001,55724
636,636,48,201,333000,2,785,311,785,670,115,111,90,12,2,7,0,0,4,549,439,110,109,88,12,2,7,0,0,1,311,238,73,482013330002,15000US482013330002,482013330002,53378
637,637,48,201,333100,1,1548,560,1548,877,671,664,123,509,0,30,0,2,7,1070,569,501,495,110,366,0,19,0,0,6,560,494,66,482013331001,15000US482013331001,482013331001,24201
638,638,48,201,333100,2,2115,834,2115,753,1362,1349,172,184,0,985,0,8,13,1534,509,1025,1017,158,143,0,708,0,8,8,834,744,90,482013331002,15000US482013331002,482013331002,31289
639,639,48,201,333201,1,1862,710,1862,1294,568,563,87,412,1,55,0,8,5,1287,854,433,431,70,309,1,46,0,5,2,710,598,112,482013332011,15000US482013332011,482013332011,19772
640,640,48,201,333201,2,2135,795,2135,1645,490,486,61,393,3,21,0,8,4,1501,1128,373,370,54,294,3,16,0,3,3,795,725,70,482013332012,15000US482013332012,482013332012,31786
641,641,48,201,333201,3,1001,289,1001,704,297,289,148,122,1,18,0,0,8,705,459,246,240,134,91,0,15,0,0,6,289,282,7,482013332013,15000US482013332013,482013332013,42955
642,642,48,201,333202,1,945,326,945,665,280,275,158,99,1,11,2,4,5,646,421,225,222,137,73,1,7,2,2,3,326,296,30,482013332021,15000US482013332021,482013332021,73750
643,643,48,201,333202,2,1275,520,1275,785,490,479,130,310,1,35,0,3,11,916,518,398,390,120,236,1,30,0,3,8,520,460,60,482013332022,15000US482013332022,482013332022,24545
644,644,48,201,333202,3,1915,904,1915,1136,779,774,62,695,5,11,0,1,5,1340,748,592,589,56,519,5,8,0,1,3,904,775,129,482013332023,15000US482013332023,482013332023,28037
645,645,48,201,333202,4,1539,814,1539,887,652,652,40,603,1,7,0,1,0,1088,600,488,488,34,446,1,7,0,0,0,814,641,173,482013332024,15000US482013332024,482013332024,28208
646,646,48,201,333300,1,1511,484,1511,1205,306,293,180,79,3,30,1,0,13,994,751,243,234,149,57,2,25,1,0,9,484,443,41,482013333001,15000US482013333001,482013333001,35833
647,647,48,201,333300,2,5858,2285,5858,3549,2309,2264,315,1864,1,82,0,2,45,3683,2223,1460,1441,265,1111,1,64,0,0,19,2285,2005,280,482013333002,15000US482013333002,482013333002,31330
648,648,48,201,333300,3,2003,580,2003,1627,376,359,139,100,0,118,0,2,17,1360,1057,303,287,122,70,0,95,0,0,16,580,543,37,482013333003,15000US482013333003,482013333003,52500
649,649,48,201,333500,1,1860,674,1860,1318,542,529,94,407,1,27,0,0,13,1233,842,391,382,86,271,1,24,0,0,9,674,596,78,482013335001,15000US482013335001,482013335001,33819
650,650,48,201,333500,2,2453,851,2453,1844,609,591,219,341,3,25,0,3,18,1676,1176,500,485,201,256,3,23,0,2,15,851,721,130,482013335002,15000US482013335002,482013335002,34010
651,651,48,201,333500,3,2120,904,2120,1449,671,654,88,537,3,23,2,1,17,1470,951,519,508,83,399,3,20,2,1,11,904,741,163,482013335003,15000US482013335003,482013335003,25078
652,652,48,201,333600,1,1088,461,1088,656,432,422,303,100,5,14,0,0,10,829,457,372,368,269,85,1,13,0,0,4,461,389,72,482013336001,15000US482013336001,482013336001,33983
653,653,48,201,333600,2,1024,349,1024,639,385,374,259,104,3,8,0,0,11,751,429,322,315,222,84,3,6,0,0,7,349,332,17,482013336002,15000US482013336002,482013336002,56429
654,654,48,201,333600,3,1044,378,1044,607,437,431,314,95,3,13,0,6,6,759,405,354,352,263,71,2,11,0,5,2,378,351,27,482013336003,15000US482013336003,482013336003,73250
655,655,48,201,333700,1,2094,607,2094,1608,486,476,194,174,6,101,0,1,10,1412,1027,385,378,165,130,3,79,0,1,7,607,579,28,482013337001,15000US482013337001,482013337001,49604
656,656,48,201,333700,2,1062,366,1062,794,268,264,193,48,0,22,0,1,4,734,510,224,220,168,35,0,17,0,0,4,366,327,39,482013337002,15000US482013337002,482013337002,50987
657,657,48,201,333800,1,1937,534,1937,1714,223,217,149,41,1,25,0,1,6,1211,1033,178,174,120,32,1,20,0,1,4,534,506,28,482013338001,15000US482013338001,482013338001,30054
658,658,48,201,333800,2,2139,705,2139,1617,522,506,179,274,0,40,0,13,16,1443,1021,422,410,171,199,0,34,0,6,12,705,652,53,482013338002,15000US482013338002,482013338002,48164
659,659,48,201,333800,3,1538,590,1538,807,731,713,150,541,1,17,1,3,18,1061,504,557,549,132,397,1,17,1,1,8,590,462,128,482013338003,15000US482013338003,482013338003,27904
660,660,48,201,333800,4,1804,515,1804,1374,430,414,190,142,0,79,2,1,16,1266,926,340,328,156,112,0,57,2,1,12,515,493,22,482013338004,15000US482013338004,482013338004,44245
661,661,48,201,333800,5,1810,563,1810,1071,739,728,167,509,0,51,1,0,11,1282,699,583,577,142,390,0,44,1,0,6,563,546,17,482013338005,15000US482013338005,482013338005,68839
662,662,48,201,333901,1,4858,1286,4858,2916,1942,1905,335,665,4,890,1,10,37,3126,1785,1341,1326,246,446,4,623,0,7,15,1286,1257,29,482013339011,15000US482013339011,482013339011,67281
663,663,48,201,333901,2,3453,960,3453,2132,1321,1288,325,459,7,496,0,1,33,2189,1269,920,910,260,301,2,346,0,1,10,960,927,33,482013339012,15000US482013339012,482013339012,72917
664,664,48,201,333902,1,3476,1219,3476,2173,1303,1275,510,575,6,178,3,3,28,2349,1357,992,975,444,391,6,129,3,2,17,1219,1153,66,482013339021,15000US482013339021,482013339021,36047
665,665,48,201,333902,2,3025,912,3025,1879,1146,1115,556,308,3,240,2,6,31,2090,1202,888,869,457,217,3,189,2,1,19,912,887,25,482013339022,15000US482013339022,482013339022,61094
666,666,48,201,333902,3,1716,923,1716,793,923,894,228,522,5,133,6,0,29,1313,570,743,720,198,406,3,109,4,0,23,923,803,120,482013339023,15000US482013339023,482013339023,50964
667,667,48,201,334001,1,1409,547,1409,567,842,807,150,607,0,45,0,5,35,938,360,578,556,123,392,0,37,0,4,22,547,505,42,482013340011,15000US482013340011,482013340011,35293
668,668,48,201,334001,2,1769,609,1769,872,897,873,397,342,3,128,0,3,24,1216,545,671,652,344,203,3,100,0,2,19,609,576,33,482013340012,15000US482013340012,482013340012,54188
669,669,48,201,334002,1,636,364,636,217,419,406,244,120,1,38,2,1,13,523,161,362,352,228,92,1,29,1,1,10,364,321,43,482013340021,15000US482013340021,482013340021,71474
670,670,48,201,334002,2,1453,807,1453,513,940,921,381,411,1,124,3,1,19,1158,386,772,763,340,317,1,103,1,1,9,807,717,90,482013340022,15000US482013340022,482013340022,37775
671,671,48,201,334003,1,1876,658,1876,904,972,960,694,160,1,97,1,7,12,1437,616,821,815,603,121,1,84,1,5,6,658,632,26,482013340031,15000US482013340031,482013340031,54931
672,672,48,201,334003,2,1186,579,1186,519,667,653,205,358,2,85,1,2,14,870,350,520,511,181,261,2,64,1,2,9,579,533,46,482013340032,15000US482013340032,482013340032,42016
673,673,48,201,334003,3,2866,1109,2866,1376,1490,1452,895,335,2,210,1,9,38,2072,887,1185,1169,767,236,1,159,1,5,16,1109,977,132,482013340033,15000US482013340033,482013340033,50491
