OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1,Median_HHI
813,813,48,201,412800,3,6,4,6,0,6,6,6,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,4,4,0,482014128003,15000US482014128003,482014128003,99891
814,814,48,201,412900,1,1269,912,1269,187,1082,1033,582,248,4,193,3,3,49,1113,155,958,922,534,214,4,164,3,3,36,912,770,142,482014129001,15000US482014129001,482014129001,57941
815,815,48,201,412900,2,1700,982,1700,218,1482,1446,895,197,3,346,0,5,36,1397,168,1229,1205,745,166,3,287,0,4,24,982,841,141,482014129002,15000US482014129002,482014129002,42813
816,816,48,201,412900,3,923,444,923,89,834,818,491,128,0,196,1,2,16,781,62,719,713,443,107,0,160,1,2,6,444,423,21,482014129003,15000US482014129003,482014129003,75938
817,817,48,201,413000,1,1813,693,1813,216,1597,1561,1267,86,1,200,4,3,36,1252,135,1117,1109,909,56,1,138,4,1,8,693,648,45,482014130001,15000US482014130001,482014130001,141071
818,818,48,201,413000,2,1647,1023,1647,327,1320,1292,974,79,12,220,1,6,28,1318,240,1078,1063,795,68,10,183,1,6,15,1023,806,217,482014130002,15000US482014130002,482014130002,67083
819,819,48,201,413100,1,1160,497,1160,106,1054,1029,859,30,0,135,0,5,25,868,70,798,782,653,25,0,102,0,2,16,497,450,47,482014131001,15000US482014131001,482014131001,121591
820,820,48,201,413100,2,945,335,945,91,854,832,776,9,3,44,0,0,22,634,49,585,577,532,9,3,33,0,0,8,335,317,18,482014131002,15000US482014131002,482014131002,135125
821,821,48,201,413100,3,982,350,982,87,895,852,754,32,1,64,0,1,43,642,43,599,581,511,23,1,45,0,1,18,350,329,21,482014131003,15000US482014131003,482014131003,148750
822,822,48,201,413201,1,1110,829,1110,157,953,938,579,94,2,262,0,1,15,997,130,867,852,533,87,2,229,0,1,15,829,695,134,482014132011,15000US482014132011,482014132011,39464
823,823,48,201,413201,2,1516,1043,1516,203,1313,1273,929,67,1,271,0,5,40,1381,174,1207,1173,871,62,1,238,0,1,34,1043,857,186,482014132012,15000US482014132012,482014132012,91071
824,824,48,201,413202,1,924,723,924,149,775,749,546,29,1,171,0,2,26,849,137,712,694,522,28,1,141,0,2,18,723,606,117,482014132021,15000US482014132021,482014132021,60294
825,825,48,201,413202,2,1954,1458,1954,305,1649,1610,1040,159,4,401,1,5,39,1775,268,1507,1471,992,136,4,333,1,5,36,1458,1223,235,482014132022,15000US482014132022,482014132022,50833
826,826,48,201,413300,1,1716,1066,1716,232,1484,1443,782,279,3,377,1,1,41,1485,200,1285,1254,700,233,3,317,1,0,31,1066,950,116,482014133001,15000US482014133001,482014133001,29226
827,827,48,201,413300,2,1917,1052,1917,240,1677,1644,899,488,3,247,0,7,33,1549,184,1365,1341,745,399,3,189,0,5,24,1052,924,128,482014133002,15000US482014133002,482014133002,105521
828,828,48,201,413300,3,1287,586,1287,187,1100,1084,829,65,4,180,6,0,16,1018,140,878,871,672,42,4,149,4,0,7,586,548,38,482014133003,15000US482014133003,482014133003,95815
829,829,48,201,413300,4,1048,487,1048,150,898,872,646,65,0,161,0,0,26,774,96,678,668,488,58,0,122,0,0,10,487,442,45,482014133004,15000US482014133004,482014133004,72708
830,830,48,201,413300,5,929,404,929,92,837,818,634,45,4,134,0,1,19,716,61,655,641,500,35,4,101,0,1,14,404,379,25,482014133005,15000US482014133005,482014133005,141094
831,831,48,201,420100,1,1895,882,1895,870,1025,1002,329,369,3,291,4,6,23,1432,571,861,847,285,314,3,239,4,2,14,882,801,81,482014201001,15000US482014201001,482014201001,29083
832,832,48,201,420100,2,1167,659,1167,381,786,771,65,671,2,33,0,0,15,907,272,635,625,60,532,2,31,0,0,10,659,587,72,482014201002,15000US482014201002,482014201002,25094
