OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
395,48,201,311200,4908,1769,4908,4530,378,368,303,50,2,6,1,6,10,3488,3163,325,321,260,47,2,6,1,5,4,1769,1520,249,33038889.294992,26006.660822
396,48,201,311300,5242,1587,5242,4929,313,300,237,37,10,13,0,3,13,3615,3330,285,274,221,32,8,13,0,0,11,1587,1447,140,15761441.100257,19293.400306
397,48,201,311400,1496,572,1496,1275,221,220,48,167,2,3,0,0,1,1026,841,185,184,40,139,2,3,0,0,1,572,470,102,28250035.48426,22937.258715
398,48,201,311500,7611,2357,7611,6966,645,633,295,88,2,236,1,11,12,5327,4785,542,531,257,73,2,190,1,8,11,2357,2139,218,25026761.310856,26899.843488
399,48,201,311600,4103,1499,4103,3797,306,291,83,190,1,12,0,5,15,2691,2430,261,251,75,162,1,10,0,3,10,1499,1220,279,5285881.5065,9554.243118
400,48,201,311700,5593,1827,5593,4679,914,889,261,552,2,66,0,8,25,3794,3061,733,717,235,419,2,58,0,3,16,1827,1668,159,29566888.0531,28670.999231
401,48,201,311800,4542,1353,4542,4270,272,268,201,39,8,11,0,9,4,3069,2838,231,228,180,29,3,9,0,7,3,1353,1230,123,26815576.510441,26644.626048
402,48,201,311900,2448,770,2448,2198,250,239,153,52,1,31,0,2,11,1707,1495,212,202,133,41,1,27,0,0,10,770,697,73,22795989.062903,24646.451789
403,48,201,312000,4089,1451,4089,399,3690,3599,1317,1665,12,590,6,9,91,3891,379,3512,3434,1277,1546,12,584,6,9,78,1451,1267,184,20151800.274089,32008.077615
404,48,201,312100,2725,12,2725,389,2336,2326,924,830,13,476,0,83,10,2706,386,2320,2310,918,820,13,476,0,83,10,12,11,1,14332331.241491,15077.444333
405,48,201,312200,2058,1192,2058,403,1655,1644,45,1589,0,9,0,1,11,1537,237,1300,1293,40,1243,0,9,0,1,7,1192,812,380,11697938.181426,13953.401872
406,48,201,312300,1962,1142,1962,384,1578,1568,134,1382,0,49,1,2,10,1553,255,1298,1291,128,1114,0,46,1,2,7,1142,845,297,15191937.541541,15510.181853
407,48,201,312400,2208,1351,2208,282,1926,1913,82,1803,0,27,0,1,13,1698,180,1518,1508,80,1402,0,25,0,1,10,1351,954,397,11652757.680147,18465.120928
408,48,201,312500,4235,1818,4235,754,3481,3410,1694,1393,10,302,0,11,71,3864,627,3237,3185,1624,1261,10,282,0,8,52,1818,1622,196,19271830.542771,19686.90417
409,48,201,312600,5871,4287,5871,996,4875,4749,2629,1548,12,544,2,14,126,5163,772,4391,4295,2450,1331,11,496,2,5,96,4287,3031,1256,23300812.064757,22964.838588
410,48,201,312700,1955,1209,1955,136,1819,1787,77,1684,2,19,0,5,32,1596,99,1497,1477,73,1378,2,19,0,5,20,1209,920,289,8677611.870407,12360.381636
411,48,201,312800,2332,728,2332,146,2186,2167,21,2140,3,1,2,0,19,1794,78,1716,1697,18,1673,3,1,2,0,19,728,655,73,10060479.999861,13173.842595
412,48,201,312900,3941,2102,3941,169,3772,3726,134,3537,10,35,0,10,46,3349,119,3230,3192,124,3015,9,34,0,10,38,2102,1683,419,15503386.062251,16217.17479
413,48,201,313000,2349,1461,2349,161,2188,2135,164,1928,3,31,0,9,53,1910,121,1789,1763,157,1570,3,30,0,3,26,1461,1118,343,11887720.875142,14288.729629
414,48,201,313100,3356,1896,3356,391,2965,2903,1845,566,4,474,4,10,62,3110,350,2760,2712,1753,518,4,423,4,10,48,1896,1556,340,42820200.98837,31867.595692
415,48,201,313200,3798,2071,3798,387,3411,3361,228,3059,13,56,1,4,50,3029,254,2775,2734,207,2469,8,48,1,1,41,2071,1632,439,33295430.944738,31808.64474
416,48,201,313300,2654,1161,2654,361,2293,2278,75,2196,3,2,0,2,15,2028,226,1802,1791,62,1723,3,2,0,1,11,1161,1021,140,24621718.586006,21879.70327
417,48,201,313400,2935,1439,2935,700,2235,2213,54,2135,8,13,0,3,22,2203,420,1783,1766,45,1701,7,12,0,1,17,1439,1134,305,19995505.769845,22818.311473
418,48,201,313500,2501,1026,2501,490,2011,1993,26,1959,1,5,0,2,18,1802,298,1504,1489,23,1459,1,5,0,1,15,1026,856,170,17514932.204172,17641.391045
419,48,201,313600,4831,1867,4831,1236,3595,3556,74,3448,9,22,0,3,39,3378,787,2591,2576,68,2484,6,18,0,0,15,1867,1627,240,24924368.847779,23118.682031
420,48,201,313700,2457,1023,2457,192,2265,2244,32,2200,2,8,0,2,21,1913,127,1786,1776,31,1734,2,7,0,2,10,1023,929,94,14241808.201622,17265.412103
421,48,201,313800,4774,2034,4774,467,4307,4270,39,4180,11,22,7,11,37,3102,270,2832,2811,33,2736,8,19,7,8,21,2034,1772,262,23713386.961727,20925.971121
422,48,201,313900,4495,2884,4495,534,3961,3838,1452,1453,7,913,2,11,123,3968,440,3528,3430,1340,1235,7,837,2,9,98,2884,2468,416,29856488.082589,24727.041395
423,48,201,314001,2759,1828,2759,267,2492,2387,934,517,9,922,0,5,105,2517,246,2271,2182,885,453,8,832,0,4,89,1828,1606,222,15248063.664102,22760.944586
424,48,201,314002,7544,4370,7544,763,6781,6664,1848,1528,3,3252,8,25,117,6885,698,6187,6084,1745,1339,1,2967,8,24,103,4370,3925,445,19889857.592149,19991.055261
425,48,201,314300,3962,2476,3962,392,3570,3528,200,3168,10,146,1,3,42,3115,289,2826,2798,184,2474,10,127,1,2,28,2476,2093,383,16344033.236458,18462.837621
426,48,201,314400,3093,2327,3093,333,2760,2667,1139,229,0,1288,2,9,93,2696,292,2404,2335,1063,213,0,1053,2,4,69,2327,1791,536,25768964.006157,23131.201716
427,48,201,320100,2876,1068,2876,2525,351,339,166,116,5,52,0,0,12,1954,1670,284,274,141,91,4,38,0,0,10,1068,908,160,10588636.777324,15709.770787
428,48,201,320200,6662,2246,6662,5095,1567,1539,495,159,16,855,0,14,28,4537,3298,1239,1216,441,121,13,633,0,8,23,2246,1986,260,44906086.470945,33458.733842
429,48,201,320500,4618,1230,4618,4121,497,482,446,20,8,8,0,0,15,3062,2641,421,413,389,12,6,6,0,0,8,1230,1163,67,62545303.242937,38487.863861
430,48,201,320601,2638,863,2638,2347,291,284,239,24,0,18,0,3,7,1771,1519,252,248,210,23,0,14,0,1,4,863,777,86,15220800.005498,18825.555288
431,48,201,320602,4537,1502,4537,4053,484,470,263,170,1,35,0,1,14,3100,2677,423,413,235,147,0,31,0,0,10,1502,1286,216,16349581.848447,22252.765174
432,48,201,320700,3849,1622,3849,2617,1232,1212,534,323,7,346,0,2,20,2722,1719,1003,991,488,225,7,270,0,1,12,1622,1333,289,37150997.560336,35068.614041
433,48,201,320800,5367,1590,5367,4906,461,440,374,21,2,41,0,2,21,3617,3229,388,373,320,17,2,33,0,1,15,1590,1499,91,31459408.439408,24657.779591
434,48,201,320900,7394,2486,7394,5487,1907,1871,954,788,12,104,8,5,36,5040,3546,1494,1479,811,559,9,89,8,3,15,2486,2178,308,24942411.27328,23762.949812
435,48,201,321000,7508,2662,7508,5722,1786,1741,1200,413,4,122,0,2,45,5111,3637,1474,1450,1058,293,4,93,0,2,24,2662,2265,397,42748882.049291,26310.329558
436,48,201,321100,7397,2717,7397,4741,2656,2598,1286,795,16,474,10,17,58,5142,3034,2108,2073,1085,597,10,365,6,10,35,2717,2536,181,59844339.306303,33038.692487
437,48,201,321200,4284,1517,4284,3503,781,764,503,219,6,30,0,6,17,2692,2122,570,563,417,119,3,20,0,4,7,1517,1261,256,32002750.344051,27602.609299
438,48,201,321300,5546,2151,5546,4230,1316,1293,688,544,15,45,0,1,23,3732,2715,1017,1005,612,344,10,38,0,1,12,2151,1778,373,16774335.511587,18902.307523
439,48,201,321401,4383,1280,4383,3797,586,574,515,36,1,12,0,10,12,2955,2456,499,487,446,23,1,12,0,5,12,1280,1199,81,22234121.478552,22722.208389
440,48,201,321402,4248,1419,4248,3582,666,656,578,47,11,20,0,0,10,2889,2323,566,560,511,27,8,14,0,0,6,1419,1199,220,21256957.276169,23175.866926
441,48,201,321500,2985,969,2985,2669,316,307,215,77,8,6,0,1,9,1860,1624,236,233,176,44,7,5,0,1,3,969,895,74,10130610.751104,15720.286021
442,48,201,321600,6785,2049,6785,5255,1530,1509,1385,75,12,33,0,4,21,4632,3306,1326,1310,1216,51,10,30,0,3,16,2049,1945,104,31077605.616439,29899.284219
443,48,201,321700,3049,1011,3049,2275,774,764,708,25,4,19,1,7,10,2150,1449,701,694,649,22,4,13,1,5,7,1011,954,57,20850533.697849,20969.197259
444,48,201,321800,4108,1156,4108,3614,494,489,416,49,4,15,0,5,5,2777,2346,431,430,380,32,2,12,0,4,1,1156,1100,56,14081473.292706,16665.841007
445,48,201,321900,5855,1665,5855,4899,956,934,861,49,6,16,0,2,22,3836,3018,818,806,749,38,4,13,0,2,12,1665,1549,116,26565581.627798,27064.690398
446,48,201,322000,4258,1827,4258,3770,488,474,291,156,4,19,0,4,14,2663,2323,340,331,220,89,4,16,0,2,9,1827,1284,543,7713536.912952,16518.711031
447,48,201,322100,4101,1405,4101,3333,768,739,657,47,7,24,0,4,29,2773,2127,646,626,563,34,7,18,0,4,20,1405,1189,216,23428533.907568,27317.444655
448,48,201,322200,1688,568,1688,1434,254,246,224,15,1,6,0,0,8,1119,910,209,203,188,8,1,6,0,0,6,568,484,84,10312545.379667,14227.589941
449,48,201,322600,5329,1801,5329,3318,2011,1974,1863,68,11,27,0,5,37,3681,2046,1635,1616,1533,51,8,22,0,2,19,1801,1722,79,27218298.327106,25971.621469
450,48,201,322700,7400,2315,7400,5337,2063,2025,1881,110,9,15,4,6,38,4909,3265,1644,1614,1524,63,7,14,3,3,30,2315,2143,172,22263372.247285,22765.949851
451,48,201,322800,6414,1842,6414,5220,1194,1177,1124,27,12,8,0,6,17,4214,3236,978,969,935,13,12,4,0,5,9,1842,1709,133,33552771.171458,26120.857482
452,48,201,322900,4186,1276,4186,3543,643,631,554,47,5,13,4,8,12,2709,2173,536,529,475,33,5,11,2,3,7,1276,1156,120,17882441.086771,21236.004924
453,48,201,323000,6318,2275,6318,5420,898,866,717,113,6,20,2,8,32,3974,3257,717,703,600,73,6,19,2,3,14,2275,2011,264,15057737.096526,17066.252195
454,48,201,323100,3333,1262,3333,2734,599,583,415,144,8,12,1,3,16,2159,1722,437,429,320,90,8,8,1,2,8,1262,1014,248,22144743.108395,26175.260309
455,48,201,323200,5612,1764,5612,4067,1545,1511,1356,109,16,27,0,3,34,3741,2441,1300,1278,1175,67,11,22,0,3,22,1764,1651,113,22668053.32428,20007.021015
456,48,201,323300,3510,1233,3510,2640,870,842,699,100,9,28,4,2,28,2392,1672,720,704,584,82,9,23,4,2,16,1233,1113,120,14101620.370707,17029.945599
457,48,201,323400,7431,2276,7431,5743,1688,1652,1541,72,13,18,3,5,36,4859,3459,1400,1378,1297,50,9,15,3,4,22,2276,2136,140,21412442.706643,22801.408062
458,48,201,323500,5377,2076,5377,4129,1248,1217,968,206,6,33,0,4,31,3409,2473,936,922,766,125,6,22,0,3,14,2076,1705,371,28759679.016868,23834.964757
459,48,201,323600,8378,3437,8378,4067,4311,4242,3724,254,16,238,0,10,69,6229,2630,3599,3561,3181,173,10,190,0,7,38,3437,3236,201,54455542.202612,37951.551763
460,48,201,323701,4158,2044,4158,1385,2773,2722,2395,156,15,147,1,8,51,3440,1002,2438,2401,2140,125,13,116,1,6,37,2044,1857,187,24932856.825641,19784.507583
461,48,201,323702,3219,1306,3219,1370,1849,1810,1643,68,10,82,2,5,39,2396,866,1530,1509,1378,53,7,67,2,2,21,1306,1232,74,11399556.008444,14189.311424
462,48,201,323801,3896,1267,3896,2398,1498,1472,1418,31,6,14,0,3,26,2775,1494,1281,1266,1226,21,3,13,0,3,15,1267,1210,57,14373105.290481,17799.907843
463,48,201,323802,4844,1693,4844,3142,1702,1683,1580,81,5,12,0,5,19,3362,1914,1448,1437,1370,47,5,11,0,4,11,1693,1596,97,25959146.191671,21031.790564
464,48,201,323900,3875,1670,3875,2297,1578,1544,1393,123,15,12,1,0,34,2755,1420,1335,1314,1214,77,11,11,1,0,21,1670,1525,145,30725055.401427,22790.294998
465,48,201,324000,5561,2027,5561,2253,3308,3279,2774,61,12,418,6,8,29,4169,1476,2693,2676,2292,51,10,312,5,6,17,2027,1947,80,86918917.70963,55748.020814
466,48,201,324100,5540,1836,5540,4724,816,802,677,62,8,43,8,4,14,3702,3006,696,686,592,47,7,34,4,2,10,1836,1588,248,247132375.686043,82781.772734
467,48,201,324200,1647,471,1647,1550,97,96,58,24,7,7,0,0,1,1101,1031,70,70,49,11,4,6,0,0,0,471,437,34,78905338.139439,43384.179051
468,48,201,330100,8313,2332,8313,4744,3569,3531,88,3347,1,81,0,14,38,5608,3005,2603,2586,74,2427,1,77,0,7,17,2332,2228,104,27689501.972842,21914.08037
469,48,201,330200,4243,1370,4243,2205,2038,2009,145,1824,6,31,0,3,29,2938,1384,1554,1538,122,1380,6,29,0,1,16,1370,1280,90,47794296.889947,29424.382522
470,48,201,330301,7169,1844,7169,5011,2158,2113,224,1617,10,252,2,8,45,4511,3044,1467,1442,159,1074,2,202,2,3,25,1844,1798,46,34661128.370281,23833.961377
471,48,201,330302,5527,1785,5527,3137,2390,2353,220,2087,9,29,1,7,37,3830,2013,1817,1793,193,1568,5,22,1,4,24,1785,1566,219,66516472.950436,33766.106787
472,48,201,330303,4061,1531,4061,1989,2072,2052,227,1789,5,30,0,1,20,2815,1238,1577,1567,216,1323,3,25,0,0,10,1531,1377,154,56267157.599545,34793.589955
473,48,201,330400,4663,1502,4663,2499,2164,2141,169,1931,4,24,0,13,23,3224,1617,1607,1599,149,1421,4,23,0,2,8,1502,1421,81,47069147.386474,27647.921478
474,48,201,330500,4121,1204,4121,2360,1761,1735,144,1574,6,5,0,6,26,2807,1475,1332,1311,118,1181,5,5,0,2,21,1204,1132,72,29417665.399617,26499.957845
475,48,201,330600,6424,2065,6424,2491,3933,3895,231,3569,10,81,0,4,38,4528,1639,2889,2864,203,2582,7,70,0,2,25,2065,1933,132,39900427.296554,26711.215426
476,48,201,330700,7796,2207,7796,5079,2717,2675,243,2342,9,76,2,3,42,5076,3175,1901,1878,199,1609,4,62,2,2,23,2207,2080,127,67309854.295921,36797.300522
477,48,201,330800,8571,3176,8571,2291,6280,6190,772,5107,12,272,6,21,90,5988,1497,4491,4439,667,3528,7,216,5,16,52,3176,2976,200,341953827.884996,111310.665564
478,48,201,330900,7886,2961,7886,3043,4843,4757,676,3753,7,309,0,12,86,5445,1873,3572,3523,591,2675,6,244,0,7,49,2961,2731,230,107781974.76786,44179.696837
479,48,201,331100,3843,1661,3843,461,3382,3367,53,3302,4,6,1,1,15,2728,289,2439,2431,45,2377,4,3,1,1,8,1661,1400,261,34759603.946167,25983.883724
480,48,201,331200,3473,1663,3473,222,3251,3228,51,3166,3,3,1,4,23,2467,140,2327,2309,42,2257,2,3,1,4,18,1663,1425,238,38160782.936174,26934.755975
481,48,201,331300,4647,1913,4647,318,4329,4311,15,4289,3,4,0,0,18,3583,182,3401,3392,12,3374,3,3,0,0,9,1913,1729,184,49001206.648094,30737.737922
482,48,201,331400,2520,1098,2520,88,2432,2412,11,2371,3,26,0,1,20,1514,45,1469,1460,11,1424,1,23,0,1,9,1098,1011,87,17009984.430878,17516.718165
483,48,201,331500,7145,2820,7145,780,6365,6316,222,5999,20,64,0,11,49,5430,470,4960,4937,196,4663,14,58,0,6,23,2820,2636,184,100330354.103126,45320.019978
484,48,201,331601,6458,2538,6458,478,5980,5951,46,5879,6,18,0,2,29,4757,277,4480,4462,37,4404,4,15,0,2,18,2538,2265,273,33119322.002509,24458.21236
485,48,201,331602,2340,1611,2340,338,2002,1973,66,1898,3,5,0,1,29,1527,190,1337,1318,59,1251,3,4,0,1,19,1611,802,809,64376019.949078,34002.626544
486,48,201,331700,3971,1492,3971,404,3567,3544,34,3497,7,3,0,3,23,2799,235,2564,2551,28,2513,7,3,0,0,13,1492,1368,124,55474281.781405,41444.916661
487,48,201,331800,3682,1429,3682,439,3243,3212,44,3152,10,6,0,0,31,2575,261,2314,2293,36,2249,3,5,0,0,21,1429,1233,196,25084218.989467,22054.770893
488,48,201,331900,3364,1319,3364,273,3091,3077,29,3031,7,6,0,4,14,2527,163,2364,2354,26,2312,6,6,0,4,10,1319,1174,145,18098381.238501,18846.125745
489,48,201,332000,5593,2058,5593,1048,4545,4507,47,4376,2,75,0,7,38,3729,631,3098,3068,43,2974,2,42,0,7,30,2058,1790,268,23791882.576578,20042.564924
490,48,201,332100,3037,991,3037,1471,1566,1558,39,1510,1,4,0,4,8,2094,871,1223,1218,33,1176,1,4,0,4,5,991,881,110,11564801.823524,15933.090956
491,48,201,332200,4985,1623,4985,1987,2998,2977,52,2903,5,11,1,5,21,3535,1209,2326,2315,44,2252,4,9,1,5,11,1623,1470,153,30569506.152082,23429.560059
492,48,201,332300,2918,1062,2918,671,2247,2232,34,2177,9,6,2,4,15,2188,410,1778,1770,23,1731,5,6,1,4,8,1062,964,98,12619757.286177,14599.983095
493,48,201,332400,4271,1524,4271,557,3714,3686,61,3603,6,8,0,8,28,3358,371,2987,2966,54,2900,3,7,0,2,21,1524,1423,101,39515795.413537,31233.713127
494,48,201,332500,3257,1081,3257,1484,1773,1768,181,1566,6,7,0,8,5,2371,931,1440,1438,169,1252,5,5,0,7,2,1081,1016,65,21346064.498953,27306.040153
495,48,201,332600,6605,2098,6605,4130,2475,2459,263,2129,18,39,1,9,16,4606,2635,1971,1959,239,1665,14,34,1,6,12,2098,2008,90,35615675.405496,26734.719569
496,48,201,332700,2728,824,2728,2466,262,258,163,79,2,13,0,1,4,1879,1659,220,216,141,62,2,10,0,1,4,824,763,61,27247856.184679,26339.316725
497,48,201,332800,4617,1496,4617,3955,662,653,194,440,4,13,0,2,9,3064,2560,504,497,174,306,3,13,0,1,7,1496,1274,222,21087767.013442,20782.464738
498,48,201,332900,5049,1502,5049,4474,575,557,344,173,7,30,1,2,18,3411,2898,513,504,309,159,5,28,1,2,9,1502,1319,183,19874148.431819,19278.032722
499,48,201,333000,3315,1063,3315,2857,458,452,322,81,2,47,0,0,6,2324,1915,409,406,294,64,2,46,0,0,3,1063,943,120,16565404.025173,21156.183989
500,48,201,333100,3663,1394,3663,1630,2033,2013,295,693,0,1015,0,10,20,2604,1078,1526,1512,268,509,0,727,0,8,14,1394,1238,156,13307498.1548,17695.657564
501,48,201,333201,4998,1794,4998,3643,1355,1338,296,927,5,94,0,16,17,3493,2441,1052,1041,258,694,4,77,0,8,11,1794,1605,189,12315029.673338,14485.891092
502,48,201,333202,5674,2564,5674,3473,2201,2180,390,1707,8,64,2,9,21,3990,2287,1703,1689,347,1274,8,52,2,6,14,2564,2172,392,24083342.22477,24252.649448
503,48,201,333300,9372,3349,9372,6381,2991,2916,634,2043,4,230,1,4,75,6037,4031,2006,1962,536,1238,3,184,1,0,44,3349,2991,358,74439438.312394,40514.882288
504,48,201,333500,6433,2429,6433,4611,1822,1774,401,1285,7,75,2,4,48,4379,2969,1410,1375,370,926,7,67,2,3,35,2429,2058,371,20367242.583933,18694.349594
505,48,201,333600,3156,1188,3156,1902,1254,1227,876,299,11,35,0,6,27,2339,1291,1048,1035,754,240,6,30,0,5,13,1188,1072,116,39229777.419116,31621.149736
506,48,201,333700,3156,973,3156,2402,754,740,387,222,6,123,0,2,14,2146,1537,609,598,333,165,3,96,0,1,11,973,906,67,96489441.844445,49371.324633
507,48,201,333800,9228,2907,9228,6583,2645,2578,835,1507,2,212,4,18,67,6263,4183,2080,2038,721,1130,2,172,4,9,42,2907,2659,248,94033378.363267,44581.008763
508,48,201,333901,8311,2246,8311,5048,3263,3193,660,1124,11,1386,1,11,70,5315,3054,2261,2236,506,747,6,969,0,8,25,2246,2184,62,52344588.884449,31616.580403
509,48,201,333902,8217,3054,8217,4845,3372,3284,1294,1405,14,551,11,9,88,5752,3129,2623,2564,1099,1014,12,427,9,3,59,3054,2843,211,46064877.482206,32000.124977
510,48,201,334001,3178,1156,3178,1439,1739,1680,547,949,3,173,0,8,59,2154,905,1249,1208,467,595,3,137,0,6,41,1156,1081,75,14457667.473761,16750.951766
511,48,201,334002,2089,1171,2089,730,1359,1327,625,531,2,162,5,2,32,1681,547,1134,1115,568,409,2,132,2,2,19,1171,1038,133,14408969.719104,16222.592412
512,48,201,334003,5976,2360,5976,2823,3153,3088,1795,853,5,414,3,18,65,4414,1864,2550,2518,1552,618,4,329,3,12,32,2360,2155,205,29824316.867881,25189.314865
513,48,201,334100,9914,4315,9914,2599,7315,7223,886,5645,26,653,3,10,92,7355,1709,5646,5571,802,4189,20,550,3,7,75,4315,3897,418,299417616.589466,91276.94349
514,48,201,340100,4618,2106,4618,1704,2914,2835,1536,854,7,429,2,7,79,3331,1130,2201,2157,1244,558,5,343,2,5,44,2106,1918,188,91089033.386095,45560.864637
515,48,201,340201,1653,864,1653,189,1464,1405,901,42,2,459,0,1,59,1187,127,1060,1030,683,33,2,311,0,1,30,864,615,249,195468298.682623,59582.576572
516,48,201,340202,4577,1401,4577,407,4170,4072,2620,139,13,1288,0,12,98,3104,265,2839,2795,1815,89,9,879,0,3,44,1401,1381,20,95081208.746316,48282.25489
517,48,201,340203,4035,1676,4035,264,3771,3710,3035,85,10,572,1,7,61,3047,183,2864,2840,2348,62,8,417,1,4,24,1676,1584,92,123611360.544346,63169.593377
518,48,201,340301,4278,1441,4278,322,3956,3881,2945,92,4,839,0,1,75,3124,202,2922,2885,2190,72,2,620,0,1,37,1441,1416,25,38787767.546193,24999.996965
519,48,201,340302,6814,2487,6814,657,6157,6040,5103,195,25,696,1,20,117,5066,421,4645,4593,3886,138,18,539,1,11,52,2487,2431,56,36874199.763193,27688.871865
520,48,201,340400,1358,537,1358,95,1263,1235,1066,31,3,133,0,2,28,1092,68,1024,1008,877,26,2,103,0,0,16,537,530,7,17268836.644407,16615.294609
521,48,201,340500,6367,3106,6367,1768,4599,4482,3560,466,10,433,9,4,117,4956,1174,3782,3704,2991,339,9,354,7,4,78,3106,2736,370,30382995.650502,22625.718246
522,48,201,340600,2511,988,2511,273,2238,2212,2021,67,7,115,0,2,26,1987,174,1813,1801,1635,59,7,99,0,1,12,988,971,17,17491014.487927,16782.463956
523,48,201,340700,7167,2700,7167,1433,5734,5566,3890,439,34,1173,12,18,168,5250,903,4347,4261,3088,299,19,835,11,9,86,2700,2583,117,34413541.893347,27123.208825
524,48,201,340800,5734,2058,5734,714,5020,4886,3749,245,14,856,5,17,134,4234,473,3761,3697,2819,187,12,672,2,5,64,2058,2012,46,31051667.755307,23831.130143
525,48,201,340900,4216,2164,4216,1220,2996,2888,1829,587,11,443,6,12,108,3222,829,2393,2324,1524,457,7,325,4,7,69,2164,1962,202,42852953.040182,26738.749283
526,48,201,341000,6799,3720,6799,1511,5288,5132,3719,902,16,477,2,16,156,5427,1060,4367,4264,3168,690,13,380,2,11,103,3720,3413,307,32554793.109892,22764.916084
527,48,201,341100,3832,2039,3832,1658,2174,2112,1540,399,19,139,2,13,62,3073,1207,1866,1826,1363,320,16,117,2,8,40,2039,1682,357,49939747.054083,29811.477157
528,48,201,341201,3974,1968,3974,1395,2579,2505,1692,651,9,129,3,21,74,3051,1005,2046,2013,1463,417,9,107,3,14,33,1968,1720,248,90663645.072162,42290.228794
529,48,201,341202,4833,2834,4833,711,4122,4028,3645,193,26,152,6,6,94,4076,516,3560,3515,3198,153,23,133,3,5,45,2834,2412,422,54983310.190913,37712.85871
530,48,201,341301,4864,2971,4864,797,4067,3960,2806,371,26,746,2,9,107,4181,561,3620,3539,2555,313,21,642,2,6,81,2971,2694,277,129868663.59816,52511.73199
531,48,201,341302,3133,1717,3133,754,2379,2299,1455,335,13,488,4,4,80,2499,532,1967,1905,1250,249,8,393,3,2,62,1717,1553,164,21980934.904554,21308.04922
532,48,201,341400,5156,2210,5156,524,4632,4555,4038,172,11,318,1,15,77,3881,301,3580,3533,3186,86,9,242,1,9,47,2210,1908,302,167801649.069109,77503.330334
533,48,201,341501,6449,2917,6449,869,5580,5476,4994,219,20,217,6,20,104,4854,550,4304,4245,3894,153,19,161,4,14,59,2917,2627,290,46145267.484772,34823.329389
534,48,201,341502,3902,2207,3902,411,3491,3422,3060,177,8,174,1,2,69,3050,305,2745,2711,2436,134,8,130,1,2,34,2207,1786,421,51490002.152779,38365.774055
535,48,201,341600,5463,2153,5463,823,4640,4549,4176,151,21,179,10,12,91,4018,493,3525,3485,3211,109,18,137,4,6,40,2153,1983,170,225628883.116321,83833.888585
536,48,201,341700,2455,1276,2455,352,2103,2078,1919,123,24,6,1,5,25,1936,230,1706,1690,1586,73,20,6,1,4,16,1276,1010,266,31449470.495287,39958.457491
537,48,201,341800,1843,822,1843,371,1472,1450,1370,56,6,16,0,2,22,1398,227,1171,1159,1101,40,6,10,0,2,12,822,713,109,48896259.110115,37972.954001
538,48,201,342001,6843,2332,6843,1243,5600,5517,4979,71,20,428,11,8,83,5114,812,4302,4249,3838,50,17,337,2,5,53,2332,2293,39,55611006.975149,32355.26814
539,48,201,342002,3413,1262,3413,966,2447,2414,2022,42,5,333,2,10,33,2536,640,1896,1873,1579,31,5,255,2,1,23,1262,1211,51,39835444.864649,28281.535929
540,48,201,342100,4384,1491,4384,1863,2521,2490,2253,82,16,130,4,5,31,3152,1149,2003,1984,1802,54,12,109,4,3,19,1491,1442,49,48236559.850485,29919.736347
541,48,201,342200,4217,2098,4217,2346,1871,1836,1631,125,22,53,0,5,35,3038,1490,1548,1524,1365,93,18,46,0,2,24,2098,1495,603,30752252.004111,23863.768834
542,48,201,342300,6442,2395,6442,2776,3666,3607,3284,176,35,103,7,2,59,4391,1683,2708,2685,2460,114,25,79,5,2,23,2395,2112,283,30082976.802198,24068.793724
543,48,201,342400,3104,1197,3104,1564,1540,1518,1372,94,9,39,3,1,22,2169,993,1176,1165,1058,64,5,34,3,1,11,1197,1127,70,36517963.728462,31271.34505
544,48,201,342500,6260,2514,6260,1338,4922,4845,4682,66,20,76,0,1,77,4880,894,3986,3944,3813,47,18,65,0,1,42,2514,2393,121,69658392.779528,36498.096102
545,48,201,342700,5054,1945,5054,1074,3980,3930,3832,31,12,48,2,5,50,3755,646,3109,3083,3007,19,10,40,2,5,26,1945,1867,78,37255947.172176,29618.738851
546,48,201,342800,8854,2865,8854,1932,6922,6849,6540,99,18,181,5,6,73,6162,1142,5020,4986,4775,57,14,132,5,3,34,2865,2813,52,80394528.154626,37064.732995
547,48,201,342900,5437,2036,5437,1307,4130,4084,3947,54,22,53,4,4,46,4132,839,3293,3264,3164,37,15,43,4,1,29,2036,1961,75,63980604.956415,33980.696141
548,48,201,343000,7423,2847,7423,2487,4936,4829,4290,343,21,149,19,7,107,5311,1566,3745,3685,3304,233,13,116,14,5,60,2847,2688,159,61873919.061191,36455.688902
549,48,201,343100,4629,1666,4629,1133,3496,3438,3152,212,28,41,4,1,58,3384,714,2670,2643,2434,151,24,30,4,0,27,1666,1612,54,21616287.159703,18776.469066
550,48,201,343200,4944,1631,4944,1377,3567,3506,3225,197,20,60,1,3,61,3523,866,2657,2633,2429,141,14,48,1,0,24,1631,1594,37,49203116.066179,30509.327139
