OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
706,48,201,450801,2170,1240,2170,486,1684,1643,1090,411,6,134,0,2,41,1850,379,1471,1447,990,329,6,121,0,1,24,1240,1157,83,9903559.708026,18862.079741
707,48,201,450802,5991,3345,5991,2002,3989,3886,2060,1452,5,354,0,15,103,4344,1269,3075,3009,1687,996,4,310,0,12,66,3345,2263,1082,18495168.035636,19660.430252
708,48,201,450900,2434,1198,2434,426,2008,1969,1563,184,4,210,2,6,39,1975,307,1668,1640,1316,144,4,168,2,6,28,1198,1114,84,17458565.134694,16982.871875
709,48,201,451001,4981,2660,4981,1737,3244,3171,1504,1345,4,301,0,17,73,3836,1200,2636,2588,1298,1008,4,271,0,7,48,2660,2305,355,14187885.645908,16090.72599
710,48,201,451002,5109,2636,5109,1491,3618,3526,932,2329,10,224,14,17,92,3770,1030,2740,2676,832,1616,10,198,9,11,64,2636,2298,338,6456799.547172,12751.615468
711,48,201,451100,3989,2227,3989,912,3077,3010,2312,408,6,275,1,8,67,3328,642,2686,2640,2075,320,5,231,1,8,46,2227,2012,215,26439612.846697,22277.474216
712,48,201,451200,2675,1127,2675,280,2395,2354,2169,59,2,118,0,6,41,2193,215,1978,1951,1810,45,2,91,0,3,27,1127,1092,35,18439771.067435,20126.124305
713,48,201,451300,6881,3239,6881,1201,5680,5498,3864,1115,30,463,5,21,182,5503,902,4601,4488,3233,831,19,388,5,12,113,3239,3070,169,33178332.585634,22940.080893
714,48,201,451401,3330,1818,3330,718,2612,2572,1663,566,7,320,0,16,40,2677,510,2167,2142,1431,427,7,267,0,10,25,1818,1679,139,11674431.72717,13951.741673
715,48,201,451402,4543,2586,4543,1384,3159,3070,1355,1445,7,229,3,31,89,3555,992,2563,2503,1204,1077,6,198,3,15,60,2586,2324,262,14870287.201592,15555.36531
716,48,201,451403,3504,2290,3504,773,2731,2644,1341,808,11,473,1,10,87,2848,582,2266,2208,1158,657,7,382,1,3,58,2290,1853,437,12662925.453724,18263.525351
717,48,201,451500,5084,3276,5084,911,4173,4072,2336,788,10,928,1,9,101,4354,737,3617,3539,2132,651,7,741,1,7,78,3276,2922,354,21876593.736426,22951.229969
718,48,201,451601,5886,2770,5886,687,5199,5087,3756,252,4,1057,1,17,112,4663,479,4184,4126,3180,178,3,753,1,11,58,2770,2571,199,36127052.449669,25543.522065
719,48,201,451602,7317,3226,7317,1354,5963,5756,3401,687,21,1620,5,22,207,5549,960,4589,4470,2697,524,14,1211,5,19,119,3226,2965,261,46010916.063472,26968.545064
720,48,201,451700,3407,1666,3407,792,2615,2540,886,1270,5,372,1,6,75,2618,558,2060,2018,797,899,4,314,1,3,42,1666,1469,197,18908064.478857,20794.911417
721,48,201,451800,4748,2004,4748,1780,2968,2855,989,1239,13,599,3,12,113,3540,1230,2310,2237,843,855,8,520,3,8,73,2004,1730,274,51529407.444157,29555.236318
722,48,201,451901,7411,3535,7411,2413,4998,4890,1136,3081,6,652,2,13,108,5535,1653,3882,3805,997,2244,4,550,1,9,77,3535,3121,414,22373584.71398,19193.831528
723,48,201,451902,2466,891,2466,283,2183,2139,841,175,0,1119,0,4,44,1885,209,1676,1647,659,120,0,864,0,4,29,891,854,37,22327154.11521,19540.401845
724,48,201,452000,7136,3723,7136,1840,5296,5076,1732,2396,17,913,2,16,220,5630,1367,4263,4114,1522,1820,9,751,2,10,149,3723,3248,475,21125651.693349,22258.228968
725,48,201,452100,8823,4919,8823,1799,7024,6830,3025,2595,20,1170,0,20,194,7244,1350,5894,5756,2693,2043,16,984,0,20,138,4919,4444,475,49048249.584814,28089.036245
726,48,201,452201,5215,3192,5215,1803,3412,3282,855,2002,10,403,4,8,130,4191,1321,2870,2782,790,1626,8,350,2,6,88,3192,2818,374,14665798.453755,15521.519546
727,48,201,452202,2963,1725,2963,848,2115,2055,649,965,6,422,2,11,60,2429,645,1784,1742,600,765,5,361,2,9,42,1725,1524,201,16462707.253041,16282.749118
728,48,201,452300,2323,730,2323,1052,1271,1239,157,394,1,680,0,7,32,1719,693,1026,1001,138,279,1,577,0,6,25,730,685,45,21407440.32254,18512.735197
729,48,201,452400,8192,2649,8192,3759,4433,4348,713,1535,3,2081,1,15,85,5840,2507,3333,3285,641,973,2,1659,1,9,48,2649,2503,146,23960766.796062,19721.607425
730,48,201,452500,7794,2681,7794,3189,4605,4519,605,2085,19,1801,1,8,86,5255,2031,3224,3181,527,1267,14,1368,1,4,43,2681,2390,291,33797629.087863,24839.02147
731,48,201,452600,7130,2553,7130,2226,4904,4798,427,2469,6,1873,2,21,106,4745,1403,3342,3290,341,1466,5,1461,2,15,52,2553,2056,497,28344067.920252,24828.312816
732,48,201,452700,9901,3333,9901,2684,7217,7071,496,2988,16,3530,7,34,146,7020,1768,5252,5161,403,1946,9,2781,3,19,91,3333,3074,259,49681036.894977,29500.802477
733,48,201,452801,5553,1987,5553,1688,3865,3752,606,1788,5,1347,1,5,113,4045,1116,2929,2861,539,1227,5,1084,1,5,68,1987,1818,169,17231467.301802,17198.665172
734,48,201,452802,5949,1933,5949,2923,3026,2960,226,1492,9,1222,1,10,66,3946,1813,2133,2095,194,910,6,980,1,4,38,1933,1753,180,13975577.73697,15861.850575
735,48,201,452900,4040,1263,4040,2195,1845,1808,438,618,5,736,1,10,37,2826,1421,1405,1381,385,394,4,591,1,6,24,1263,1150,113,14153603.423767,15951.078888
736,48,201,453000,7857,2203,7857,5272,2585,2522,599,802,7,1092,1,21,63,5387,3387,2000,1952,537,483,4,914,1,13,48,2203,2033,170,29485053.977673,21900.047893
737,48,201,453100,3266,1658,3266,1745,1521,1482,213,753,5,497,4,10,39,2293,1109,1184,1157,190,527,3,428,3,6,27,1658,1148,510,23873066.085947,19678.809513
738,48,201,453200,7947,2862,7947,4342,3605,3508,506,2094,20,867,6,15,97,5382,2685,2697,2631,429,1473,18,699,5,7,66,2862,2620,242,18964576.509604,17947.029066
739,48,201,453300,2965,1299,2965,621,2344,2289,114,1506,3,652,1,13,55,2034,396,1638,1599,106,949,3,532,1,8,39,1299,1139,160,22223426.173109,21735.55216
740,48,201,453401,3125,1087,3125,1818,1307,1275,461,462,16,331,3,2,32,2241,1188,1053,1033,411,334,11,272,3,2,20,1087,1021,66,10301240.391294,13795.274351
741,48,201,453402,8214,2806,8214,4221,3993,3869,577,1760,17,1496,3,16,124,5676,2688,2988,2898,513,1198,11,1166,2,8,90,2806,2546,260,25901913.418586,20605.880635
742,48,201,453403,3133,1586,3133,1171,1962,1947,131,1271,7,530,0,8,15,2193,737,1456,1445,110,883,6,439,0,7,11,1586,1106,480,7359619.782918,11866.587542
743,48,201,453501,6174,2150,6174,2418,3756,3624,484,1646,10,1464,1,19,132,4345,1532,2813,2730,400,1103,4,1212,1,10,83,2150,1931,219,16194126.717412,20305.989177
744,48,201,453502,3685,1135,3685,1596,2089,2046,448,1168,5,416,1,8,43,2542,1020,1522,1503,399,753,2,343,1,5,19,1135,1052,83,14064985.387719,16728.612954
745,48,201,453601,2108,744,2108,936,1172,1139,159,703,2,267,0,8,33,1401,591,810,791,144,424,1,215,0,7,19,744,632,112,12920009.48532,15056.193336
746,48,201,453602,7699,2478,7699,3922,3777,3682,583,1846,4,1239,2,8,95,5424,2534,2890,2831,540,1262,4,1020,1,4,59,2478,2235,243,27534894.505421,21122.171676
747,48,201,453700,8194,2829,8194,3305,4889,4797,678,2947,11,1153,1,7,92,5706,2172,3534,3474,600,1933,10,927,1,3,60,2829,2446,383,25114548.542762,22650.837793
748,48,201,453800,3342,1096,3342,1414,1928,1885,550,912,5,414,1,3,43,2389,900,1489,1465,492,609,5,358,1,0,24,1096,1024,72,19547039.859071,24464.04588
749,48,201,453900,10151,2967,10151,3397,6754,6614,587,2614,13,3384,0,16,140,6990,2169,4821,4733,476,1661,10,2578,0,8,88,2967,2835,132,35077001.676601,26561.256433
750,48,201,454000,5041,1467,5041,1779,3262,3161,582,1503,3,1048,3,22,101,3638,1212,2426,2365,486,1019,2,845,3,10,61,1467,1403,64,22442096.264454,22130.670959
751,48,201,454100,3480,1111,3480,1228,2252,2203,542,1095,5,546,1,14,49,2451,785,1666,1635,475,731,3,416,1,9,31,1111,1035,76,18695193.9517,18498.365576
752,48,201,454200,3966,1199,3966,2096,1870,1831,685,879,9,237,5,16,39,2803,1370,1433,1416,570,626,5,203,4,8,17,1199,1141,58,15359838.561019,18802.428826
753,48,201,454301,10503,4753,10503,3327,7176,6997,1655,3995,18,1292,1,36,179,7608,2285,5323,5212,1392,2741,14,1034,1,30,111,4753,3915,838,42625848.229202,26960.112582
754,48,201,454302,6490,2285,6490,2570,3920,3809,1405,1453,23,917,0,11,111,4757,1724,3033,2966,1214,1021,15,709,0,7,67,2285,2186,99,30000403.680633,25397.212535
755,48,201,454400,282,335,282,42,240,240,142,54,1,40,0,3,0,218,27,191,191,123,39,1,25,0,3,0,335,134,201,363834389.905194,85230.04972
756,48,201,454501,8423,2927,8423,661,7762,7657,5751,186,8,1683,4,25,105,6143,476,5667,5621,4290,141,6,1171,4,9,46,2927,2862,65,123099529.061526,46682.417952
757,48,201,454502,2553,776,2553,371,2182,2136,1307,128,3,693,2,3,46,1711,233,1478,1459,894,90,2,469,2,2,19,776,757,19,81502846.888045,40341.570626
758,48,201,454600,4765,2163,4765,1006,3759,3646,2958,328,13,332,5,10,113,3639,701,2938,2886,2382,244,9,242,2,7,52,2163,2053,110,35526094.309523,28128.980045
759,48,201,454700,6762,2500,6762,737,6025,5869,5231,228,21,373,2,14,156,5143,497,4646,4553,4039,170,19,316,2,7,93,2500,2411,89,37583625.886779,24788.84515
760,48,201,454800,7313,2877,7313,1853,5460,5346,4444,500,42,319,9,32,114,5432,1246,4186,4129,3470,351,30,254,6,18,57,2877,2781,96,31635223.68845,22744.74768
761,48,201,454900,10460,3303,10460,2038,8422,8229,5400,698,24,2078,3,26,193,7035,1306,5729,5640,3728,444,12,1442,3,11,89,3303,3208,95,49932996.497614,28573.099068
762,48,201,455000,2838,1049,2838,346,2492,2446,1992,155,6,289,0,4,46,2055,253,1802,1779,1470,107,5,195,0,2,23,1049,1008,41,14098883.180935,17810.057355
763,48,201,455101,7051,2560,7051,1856,5195,5091,4466,338,31,239,2,15,104,5026,1190,3836,3787,3313,252,21,192,2,7,49,2560,2458,102,29401436.746254,27784.350308
764,48,201,455102,3226,1071,3226,544,2682,2617,2276,147,18,169,4,3,65,2270,359,1911,1874,1634,106,11,118,4,1,37,1071,1050,21,16937997.029746,23543.300481
765,48,201,455200,4472,1579,4472,1070,3402,3342,3033,180,15,104,1,9,60,3293,683,2610,2580,2358,122,9,86,1,4,30,1579,1525,54,29464191.68665,23640.175516
766,48,201,455300,3290,1394,3290,886,2404,2329,1513,547,9,254,1,5,75,2312,576,1736,1691,1149,347,7,183,1,4,45,1394,1259,135,59742892.235228,34836.126878
767,48,201,510100,2142,1049,2142,969,1173,1160,762,322,9,62,0,5,13,1881,770,1111,1098,720,306,9,59,0,4,13,1049,882,167,16082876.939813,17475.567657
768,48,201,510200,5432,3307,5432,1512,3920,3819,3084,373,18,328,8,8,101,4903,1226,3677,3602,2943,331,16,299,5,8,75,3307,3067,240,38572518.234476,30374.051792
769,48,201,510300,5284,2878,5284,1346,3938,3846,3574,123,15,119,3,12,92,4361,1018,3343,3289,3053,110,14,102,3,7,54,2878,2585,293,25986542.659414,22505.030688
770,48,201,510400,3837,2229,3837,1002,2835,2759,2576,92,5,77,0,9,76,3261,792,2469,2424,2263,82,5,69,0,5,45,2229,2017,212,15992538.638603,16321.751342
771,48,201,510500,2849,1523,2849,1031,1818,1769,1415,265,3,76,0,10,49,2330,733,1597,1565,1254,229,3,70,0,9,32,1523,1297,226,18942243.795006,17575.370698
772,48,201,510600,4763,2521,4763,1859,2904,2848,2204,303,7,319,2,13,56,4112,1455,2657,2609,2051,253,7,286,2,10,48,2521,2248,273,22483431.294905,23951.506616
773,48,201,510700,3511,2286,3511,720,2791,2721,2252,136,12,312,0,9,70,3214,616,2598,2542,2122,119,12,281,0,8,56,2286,2108,178,11778413.086575,13943.380458
774,48,201,510800,6908,4123,6908,1028,5880,5782,5032,260,13,466,1,10,98,6206,847,5359,5294,4643,228,9,406,1,7,65,4123,3810,313,95826831.39955,50727.699263
775,48,201,510900,6070,2921,6070,2830,3240,3160,2578,188,16,359,0,19,80,4979,2052,2927,2876,2361,166,16,322,0,11,51,2921,2679,242,58430201.394418,37898.188985
776,48,201,511001,2685,1498,2685,594,2091,2046,1836,117,12,76,0,5,45,2315,456,1859,1824,1630,107,9,73,0,5,35,1498,1404,94,24352622.644131,23016.258796
777,48,201,511002,4261,2449,4261,1280,2981,2929,2475,287,17,141,1,8,52,3602,980,2622,2590,2202,248,15,118,1,6,32,2449,2276,173,22797061.743988,21055.841689
778,48,201,511100,2676,1548,2676,912,1764,1726,1339,276,6,101,1,3,38,2304,690,1614,1595,1242,251,6,92,1,3,19,1548,1262,286,20383471.363363,23649.647069
779,48,201,511200,4424,2293,4424,1419,3005,2947,2533,242,9,157,1,5,58,3767,1055,2712,2670,2301,219,8,137,1,4,42,2293,2098,195,22603595.863877,21075.85683
780,48,201,511301,3970,2090,3970,1280,2690,2638,2410,117,7,92,3,9,52,3256,938,2318,2289,2104,95,7,75,3,5,29,2090,1903,187,19454766.454684,17939.158734
781,48,201,511302,3631,2199,3631,710,2921,2865,2720,79,0,59,0,7,56,3100,577,2523,2487,2356,71,0,54,0,6,36,2199,1942,257,17095512.403604,16729.339702
782,48,201,511400,3001,1633,3001,1183,1818,1774,1706,31,3,32,0,2,44,2482,858,1624,1598,1539,26,2,29,0,2,26,1633,1480,153,12334219.955964,17781.049653
783,48,201,511500,6472,3182,6472,2978,3494,3414,3118,157,13,113,1,12,80,5265,2193,3072,3017,2765,134,12,95,1,10,55,3182,2822,360,33152935.587428,26432.337014
784,48,201,511600,4641,1773,4641,3683,958,931,797,63,3,55,7,6,27,3430,2555,875,855,741,55,2,48,3,6,20,1773,1576,197,20979341.364435,21133.214674
785,48,201,520100,1597,934,1597,856,741,727,631,38,3,53,0,2,14,1241,611,630,619,547,28,3,41,0,0,11,934,603,331,32798173.995982,23713.372239
786,48,201,520200,3604,1558,3604,1191,2413,2383,2040,134,7,199,0,3,30,2564,759,1805,1792,1556,84,5,146,0,1,13,1558,1401,157,20607049.313497,18505.357268
787,48,201,520300,5126,1962,5126,3339,1787,1740,1352,200,10,169,2,7,47,3780,2224,1556,1525,1201,168,7,140,2,7,31,1962,1784,178,15928876.127598,16516.515906
788,48,201,520400,3079,1073,3079,2475,604,593,438,128,4,23,0,0,11,2204,1652,552,546,413,109,3,21,0,0,6,1073,968,105,21989171.659731,21680.814614
789,48,201,520500,7869,2795,7869,6084,1785,1725,1218,410,18,56,0,23,60,5471,3938,1533,1501,1101,327,16,43,0,14,32,2795,2473,322,80987820.664072,56678.862453
790,48,201,520601,2484,818,2484,1960,524,519,275,33,3,204,0,4,5,1733,1280,453,449,241,26,3,175,0,4,4,818,734,84,21144946.58468,18643.062946
791,48,201,520602,6272,2145,6272,5132,1140,1108,877,140,8,77,1,5,32,4279,3284,995,973,787,114,6,64,1,1,22,2145,1879,266,14498604.316158,15822.83312
792,48,201,520700,3724,1444,3724,1492,2232,2192,1898,134,6,145,1,8,40,2770,1015,1755,1737,1501,117,6,106,1,6,18,1444,1298,146,21162356.913755,21267.694239
793,48,201,521000,2103,761,2103,1407,696,682,563,90,2,22,1,4,14,1414,880,534,526,450,53,2,18,1,2,8,761,645,116,12383772.510071,19143.215272
794,48,201,521100,2177,717,2177,1778,399,390,341,12,0,36,0,1,9,1561,1236,325,321,282,9,0,30,0,0,4,717,633,84,6433944.529937,12183.178735
795,48,201,521200,6328,2359,6328,4719,1609,1571,1025,334,7,173,0,32,38,4437,3069,1368,1344,919,253,6,149,0,17,24,2359,2034,325,20203192.011426,20825.943354
796,48,201,521300,5439,1876,5439,3576,1863,1817,1200,279,5,326,1,6,46,3861,2308,1553,1525,1046,193,5,274,1,6,28,1876,1752,124,31851052.631663,24684.189518
797,48,201,521400,7593,2247,7593,6971,622,612,509,49,2,41,0,11,10,5039,4525,514,507,430,32,2,35,0,8,7,2247,2070,177,16358497.760224,16410.092438
798,48,201,521500,5897,1932,5897,3893,2004,1961,1534,164,8,238,3,14,43,4239,2549,1690,1667,1351,110,8,186,3,9,23,1932,1829,103,21887120.828335,18812.602817
799,48,201,521600,3632,1035,3632,2513,1119,1104,436,582,1,78,2,5,15,2428,1570,858,847,364,426,1,54,0,2,11,1035,956,79,71891726.935977,39867.158172
800,48,201,521700,6609,3240,6609,4281,2328,2254,789,1311,10,127,6,11,74,4727,2900,1827,1784,702,952,7,114,3,6,43,3240,2625,615,59244012.639735,49489.787194
801,48,201,521800,5778,1941,5778,2893,2885,2819,1099,495,5,1214,0,6,66,4355,1959,2396,2349,949,389,4,1005,0,2,47,1941,1830,111,77221650.657224,38018.540748
802,48,201,521900,6537,2554,6537,2703,3834,3761,2825,254,10,658,0,14,73,4987,1709,3278,3236,2469,176,9,571,0,11,42,2554,2302,252,41115135.921584,25756.100085
803,48,201,522000,4434,2118,4434,2387,2047,2020,1696,161,2,160,0,1,27,3502,1642,1860,1843,1564,131,2,145,0,1,17,2118,1867,251,22066085.519454,19373.290287
804,48,201,522100,7445,2856,7445,4197,3248,3186,2219,720,19,223,1,4,62,5269,2626,2643,2607,1943,462,17,181,1,3,36,2856,2603,253,24807194.970385,20546.399945
805,48,201,522201,3687,1351,3687,2413,1274,1254,940,172,4,129,1,8,20,2615,1559,1056,1049,815,118,3,111,0,2,7,1351,1163,188,17529422.178473,24156.279654
806,48,201,522202,3655,1354,3655,2344,1311,1284,906,224,8,130,0,16,27,2546,1469,1077,1061,785,147,5,114,0,10,16,1354,1117,237,19031798.748356,17265.768362
807,48,201,522301,4126,1602,4126,2568,1558,1512,1092,242,14,157,1,6,46,2959,1659,1300,1277,951,173,11,137,1,4,23,1602,1473,129,14913706.903678,16192.400737
808,48,201,522302,3909,1515,3909,2674,1235,1213,910,100,3,188,1,11,22,2948,1864,1084,1070,818,78,3,165,1,5,14,1515,1365,150,14588828.536949,15247.371236
809,48,201,522401,5259,2249,5259,2731,2528,2466,2110,129,11,183,4,29,62,3952,1840,2112,2071,1787,95,10,159,4,16,41,2249,1860,389,29776931.786747,26741.382205
810,48,201,522402,3920,1312,3920,2333,1587,1561,1313,112,12,103,5,16,26,2712,1388,1324,1305,1135,69,10,77,4,10,19,1312,1237,75,30863158.273364,26589.018309
811,48,201,522500,4461,1727,4461,335,4126,4078,3798,35,7,229,0,9,48,3232,208,3024,3000,2795,23,5,174,0,3,24,1727,1653,74,43433474.115341,32366.683297
812,48,201,530100,6233,2735,6233,4555,1678,1649,1010,587,4,32,0,16,29,4472,3016,1456,1431,917,473,4,29,0,8,25,2735,2267,468,28052886.800583,24163.855857
813,48,201,530200,3373,1674,3373,1245,2128,2086,1883,97,11,89,2,4,42,2715,889,1826,1798,1623,82,10,78,2,3,28,1674,1381,293,38218089.197899,37831.273331
814,48,201,530300,2400,1231,2400,689,1711,1692,38,1637,6,3,0,8,19,1833,395,1438,1424,34,1376,4,2,0,8,14,1231,948,283,19769181.371532,21905.678249
815,48,201,530400,2602,1075,2602,1103,1499,1490,121,1355,3,10,0,1,9,1981,701,1280,1274,114,1148,3,8,0,1,6,1075,914,161,17126390.687441,20995.80185
816,48,201,530500,4763,1848,4763,2429,2334,2321,206,2069,10,22,1,13,13,3442,1538,1904,1896,167,1690,7,22,1,9,8,1848,1513,335,25381179.669035,20751.787246
817,48,201,530600,3612,1396,3612,1908,1704,1677,545,1103,5,18,0,6,27,2673,1190,1483,1463,505,929,5,18,0,6,20,1396,1164,232,33228396.101362,30301.053313
818,48,201,530700,5606,1806,5606,3607,1999,1985,443,1518,5,13,0,6,14,3701,2305,1396,1390,394,977,4,13,0,2,6,1806,1660,146,30014746.299181,25291.854579
819,48,201,530800,3849,1706,3849,519,3330,3306,271,3016,9,8,0,2,24,3027,330,2697,2679,218,2444,8,7,0,2,18,1706,1519,187,49523456.562282,29772.610977
820,48,201,530900,4187,1753,4187,1531,2656,2618,2139,436,6,31,0,6,38,3222,1023,2199,2177,1813,326,6,27,0,5,22,1753,1628,125,21534528.292564,19227.344614
821,48,201,531000,3629,1665,3629,1093,2536,2489,2377,41,10,58,0,3,47,2834,748,2086,2060,1962,39,5,51,0,3,26,1665,1539,126,25679954.526876,21944.392501
822,48,201,531100,2854,1337,2854,954,1900,1869,1765,51,12,38,2,1,31,2286,650,1636,1617,1526,41,11,36,2,1,19,1337,1240,97,17771861.156838,18009.480009
823,48,201,531200,3162,1605,3162,1141,2021,1995,1661,263,7,56,4,4,26,2500,787,1713,1701,1467,170,7,52,1,4,12,1605,1381,224,20960975.27464,18752.230661
824,48,201,531300,5380,2511,5380,3240,2140,2087,1286,711,5,75,1,9,53,4015,2169,1846,1813,1167,566,5,68,1,6,33,2511,2136,375,16652168.490399,23679.340843
825,48,201,531400,2053,1015,2053,788,1265,1240,1161,39,4,36,0,0,25,1683,547,1136,1118,1051,32,4,31,0,0,18,1015,964,51,11463194.117693,18186.701554
826,48,201,531500,3020,1306,3020,1285,1735,1720,1443,202,6,66,0,3,15,2393,915,1478,1471,1265,141,6,58,0,1,7,1306,1235,71,20530477.690532,22296.679808
827,48,201,531600,2823,1240,2823,1024,1799,1761,1599,134,5,22,0,1,38,2218,687,1531,1511,1379,110,4,17,0,1,20,1240,1156,84,25582749.286913,21822.253646
828,48,201,531700,2829,1382,2829,532,2297,2265,2144,60,7,47,2,5,32,2307,389,1918,1899,1809,37,6,42,2,3,19,1382,1288,94,20044103.295305,18388.146933
829,48,201,531800,2352,905,2352,486,1866,1847,61,1775,8,1,0,2,19,1665,274,1391,1380,46,1323,8,1,0,2,11,905,783,122,35071689.748043,25906.853191
830,48,201,531900,4708,1624,4708,1042,3666,3641,65,3554,3,18,0,1,25,3261,647,2614,2595,47,2526,3,18,0,1,19,1624,1506,118,46894573.676831,30076.255402
831,48,201,532001,4867,3789,4867,1468,3399,3351,461,2830,13,40,0,7,48,3419,947,2472,2444,417,1981,9,33,0,4,28,3789,1994,1795,21174058.239663,23795.421682
832,48,201,532002,1008,431,1008,322,686,670,498,156,3,10,0,3,16,794,223,571,559,417,131,3,5,0,3,12,431,408,23,7064948.845558,11228.828264
833,48,201,532100,5777,2749,5777,2663,3114,3066,1325,1620,10,106,3,2,48,4172,1751,2421,2387,1147,1127,9,100,2,2,34,2749,2198,551,20392916.680699,18793.715418
834,48,201,532200,2790,1469,2790,1011,1779,1756,399,1326,6,20,0,5,23,1921,632,1289,1271,380,865,5,19,0,2,18,1469,1088,381,20176121.222037,19548.961198
835,48,201,532300,5520,2836,5520,2109,3411,3358,1460,1638,8,223,3,26,53,4180,1410,2770,2737,1300,1219,8,188,3,19,33,2836,2489,347,66793431.110737,36338.100779
836,48,201,532400,6112,2095,6112,3529,2583,2536,1575,750,20,180,1,10,47,4361,2271,2090,2063,1369,542,11,132,1,8,27,2095,1964,131,50459475.325146,42843.63596
837,48,201,532501,8895,2612,8895,5239,3656,3556,1625,701,11,1205,0,14,100,6147,3319,2828,2774,1354,491,8,910,0,11,54,2612,2526,86,51794900.957873,31242.354383
838,48,201,532502,5562,1535,5562,4276,1286,1255,720,406,7,108,0,14,31,3681,2658,1023,1001,630,271,3,90,0,7,22,1535,1467,68,29075367.115261,25982.112294
839,48,201,532600,6558,2341,6558,2637,3921,3873,503,2649,15,693,1,12,48,4527,1670,2857,2838,454,1825,12,538,1,8,19,2341,2016,325,28818091.670757,22877.123143
840,48,201,532700,4820,1954,4820,1559,3261,3212,1008,2054,14,123,2,11,49,3598,1038,2560,2530,926,1482,8,102,2,10,30,1954,1764,190,28941423.668241,22998.195298
841,48,201,532800,1684,718,1684,731,953,936,389,473,4,66,2,2,17,1242,484,758,748,353,336,3,53,2,1,10,718,613,105,14501292.287545,24416.350439
842,48,201,532900,4667,1620,4667,1941,2726,2703,271,2013,15,401,0,3,23,3230,1200,2030,2021,244,1416,12,347,0,2,9,1620,1370,250,18366646.900887,18338.135573
843,48,201,533000,2245,1050,2245,594,1651,1634,44,1547,14,28,0,1,17,1512,362,1150,1141,34,1075,12,20,0,0,9,1050,787,263,19072548.220711,19716.881527
844,48,201,533100,6449,2312,6449,1589,4860,4805,525,4163,19,94,0,4,55,4436,1004,3432,3403,472,2833,11,84,0,3,29,2312,2136,176,37756140.024284,29378.489775
845,48,201,533200,3222,1526,3222,651,2571,2537,182,2282,9,63,0,1,34,2357,418,1939,1917,168,1687,4,58,0,0,22,1526,1191,335,28828784.96794,28726.814733
846,48,201,533300,5880,2313,5880,913,4967,4918,61,4815,9,25,1,7,49,4247,586,3661,3634,50,3544,8,25,1,6,27,2313,2090,223,38126648.793731,26859.545598
847,48,201,533400,9655,2877,9655,5017,4638,4592,281,4137,7,147,2,18,46,6470,3059,3411,3389,239,3007,6,123,2,12,22,2877,2695,182,74027151.640054,49800.96782
848,48,201,533500,4383,1278,4383,2973,1410,1377,609,596,5,166,0,1,33,3062,1893,1169,1142,552,457,4,128,0,1,27,1278,1227,51,28762869.700532,27348.733322
849,48,201,533600,5480,1885,5480,3102,2378,2344,424,1732,12,165,1,10,34,3491,1875,1616,1597,371,1085,7,127,1,6,19,1885,1714,171,38022152.726544,28259.862027
850,48,201,533701,5695,1837,5695,4423,1272,1243,209,864,4,161,0,5,29,3684,2803,881,865,176,556,2,127,0,4,16,1837,1581,256,95896478.49067,45740.045004
851,48,201,533702,3498,877,3498,2725,773,758,219,392,4,142,1,0,15,2312,1718,594,584,198,272,3,111,0,0,10,877,849,28,10576110.109181,13500.303248
852,48,201,533801,8645,2357,8645,5528,3117,3088,405,1775,11,881,7,9,29,5540,3309,2231,2216,336,1174,9,687,5,5,15,2357,2226,131,91492009.895323,42123.118184
853,48,201,533802,6182,1749,6182,4229,1953,1919,557,835,5,485,25,12,34,3972,2498,1474,1456,465,597,5,368,10,11,18,1749,1624,125,59472927.375418,32525.99808
854,48,201,533901,9260,2605,9260,4949,4311,4216,716,2791,9,685,0,15,95,6206,3035,3171,3131,625,1963,6,529,0,8,40,2605,2480,125,31061821.850725,26776.123812
855,48,201,533902,4408,1653,4408,2322,2086,2061,202,1642,9,201,0,7,25,2851,1445,1406,1386,163,1045,8,167,0,3,20,1653,1451,202,20735675.102691,21776.416952
856,48,201,534001,2959,1018,2959,2064,895,885,388,238,4,255,0,0,10,1948,1250,698,694,332,172,4,186,0,0,4,1018,905,113,40765328.560699,29525.877335
857,48,201,534002,5680,1501,5680,3686,1994,1954,617,1102,7,221,0,7,40,3711,2259,1452,1435,512,737,4,177,0,5,17,1501,1431,70,35137383.721182,27213.862355
858,48,201,534003,2678,741,2678,1569,1109,1081,106,673,1,294,0,7,28,1704,961,743,734,83,433,1,213,0,4,9,741,713,28,14021966.639392,17672.812668
859,48,201,534100,7488,2153,7488,3889,3599,3517,1273,908,16,1308,1,11,82,5149,2443,2706,2665,1051,630,9,968,0,7,41,2153,2041,112,137144117.797287,50752.316854
